s,epsilon,epsilon_plus_alpha_s,lambda_kappa_0,lambda_kappa_0_5,lambda_kappa_1,dlnY_dz_kappa_0,dlnY_dz_kappa_0_5,dlnY_dz_kappa_1,dlnR_dz_kappa_0,dlnR_dz_kappa_0_5,dlnR_dz_kappa_1,sign_region_kappa_0,sign_region_kappa_0_5,sign_region_kappa_1,peak_s_kappa_0,peak_s_kappa_0_5,peak_s_kappa_1,peak_lambda_kappa_0,peak_lambda_kappa_0_5,peak_lambda_kappa_1
0.1560000000,0.1000000000,0.1546000000,0.1904156468,0.1257885436,0.0574928055,-0.0904156468,-0.0257885436,0.0425071945,-0.0358156468,0.0288114564,0.0971071945,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1580000000,0.1000000000,0.1553000000,0.1922145427,0.1270184184,0.0580750010,-0.0922145427,-0.0270184184,0.0419249990,-0.0369145427,0.0282815816,0.0972249990,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1600000000,0.1000000000,0.1560000000,0.1939984289,0.1282390953,0.0586533666,-0.0939984289,-0.0282390953,0.0413466334,-0.0379984289,0.0277609047,0.0973466334,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1620000000,0.1000000000,0.1567000000,0.1957673488,0.1294505918,0.0592279054,-0.0957673488,-0.0294505918,0.0407720946,-0.0390673488,0.0272494082,0.0974720946,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1640000000,0.1000000000,0.1574000000,0.1975213454,0.1306529254,0.0597986209,-0.0975213454,-0.0306529254,0.0402013791,-0.0401213454,0.0267470746,0.0976013791,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1660000000,0.1000000000,0.1581000000,0.1992604617,0.1318461135,0.0603655164,-0.0992604617,-0.0318461135,0.0396344836,-0.0411604617,0.0262538865,0.0977344836,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1680000000,0.1000000000,0.1588000000,0.2009847406,0.1330301736,0.0609285952,-0.1009847406,-0.0330301736,0.0390714048,-0.0421847406,0.0257698264,0.0978714048,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1700000000,0.1000000000,0.1595000000,0.2026942246,0.1342051230,0.0614878606,-0.1026942246,-0.0342051230,0.0385121394,-0.0431942246,0.0252948770,0.0980121394,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1720000000,0.1000000000,0.1602000000,0.2043889561,0.1353709791,0.0620433159,-0.1043889561,-0.0353709791,0.0379566841,-0.0441889561,0.0248290209,0.0981566841,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1740000000,0.1000000000,0.1609000000,0.2060689776,0.1365277591,0.0625949645,-0.1060689776,-0.0365277591,0.0374050355,-0.0451689776,0.0243722409,0.0983050355,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1760000000,0.1000000000,0.1616000000,0.2077343312,0.1376754802,0.0631428098,-0.1077343312,-0.0376754802,0.0368571902,-0.0461343312,0.0239245198,0.0984571902,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1780000000,0.1000000000,0.1623000000,0.2093850587,0.1388141596,0.0636868549,-0.1093850587,-0.0388141596,0.0363131451,-0.0470850587,0.0234858404,0.0986131451,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1800000000,0.1000000000,0.1630000000,0.2110212021,0.1399438146,0.0642271032,-0.1110212021,-0.0399438146,0.0357728968,-0.0480212021,0.0230561854,0.0987728968,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1820000000,0.1000000000,0.1637000000,0.2126428030,0.1410644621,0.0647635580,-0.1126428030,-0.0410644621,0.0352364420,-0.0489428030,0.0226355379,0.0989364420,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1840000000,0.1000000000,0.1644000000,0.2142499029,0.1421761193,0.0652962227,-0.1142499029,-0.0421761193,0.0347037773,-0.0498499029,0.0222238807,0.0991037773,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1860000000,0.1000000000,0.1651000000,0.2158425432,0.1432788031,0.0658251004,-0.1158425432,-0.0432788031,0.0341748996,-0.0507425432,0.0218211969,0.0992748996,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1880000000,0.1000000000,0.1658000000,0.2174207650,0.1443725306,0.0663501946,-0.1174207650,-0.0443725306,0.0336498054,-0.0516207650,0.0214274694,0.0994498054,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1900000000,0.1000000000,0.1665000000,0.2189846094,0.1454573186,0.0668715084,-0.1189846094,-0.0454573186,0.0331284916,-0.0524846094,0.0210426814,0.0996284916,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1920000000,0.1000000000,0.1672000000,0.2205341173,0.1465331841,0.0673890452,-0.1205341173,-0.0465331841,0.0326109548,-0.0533341173,0.0206668159,0.0998109548,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1940000000,0.1000000000,0.1679000000,0.2220693293,0.1476001438,0.0679028082,-0.1220693293,-0.0476001438,0.0320971918,-0.0541693293,0.0202998562,0.0999971918,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1960000000,0.1000000000,0.1686000000,0.2235902861,0.1486582147,0.0684128008,-0.1235902861,-0.0486582147,0.0315871992,-0.0549902861,0.0199417853,0.1001871992,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.1980000000,0.1000000000,0.1693000000,0.2250970280,0.1497074134,0.0689190262,-0.1250970280,-0.0497074134,0.0310809738,-0.0557970280,0.0195925866,0.1003809738,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2000000000,0.1000000000,0.1700000000,0.2265895954,0.1507477567,0.0694214876,-0.1265895954,-0.0507477567,0.0305785124,-0.0565895954,0.0192522433,0.1005785124,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2020000000,0.1000000000,0.1707000000,0.2280680283,0.1517792613,0.0699201884,-0.1280680283,-0.0517792613,0.0300798116,-0.0573680283,0.0189207387,0.1007798116,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2040000000,0.1000000000,0.1714000000,0.2295323666,0.1528019437,0.0704151317,-0.1295323666,-0.0528019437,0.0295848683,-0.0581323666,0.0185980563,0.1009848683,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2060000000,0.1000000000,0.1721000000,0.2309826503,0.1538158206,0.0709063210,-0.1309826503,-0.0538158206,0.0290936790,-0.0588826503,0.0182841794,0.1011936790,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2080000000,0.1000000000,0.1728000000,0.2324189189,0.1548209086,0.0713937593,-0.1324189189,-0.0548209086,0.0286062407,-0.0596189189,0.0179790914,0.1014062407,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2100000000,0.1000000000,0.1735000000,0.2338412120,0.1558172241,0.0718774500,-0.1338412120,-0.0558172241,0.0281225500,-0.0603412120,0.0176827759,0.1016225500,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2120000000,0.1000000000,0.1742000000,0.2352495689,0.1568047836,0.0723573963,-0.1352495689,-0.0568047836,0.0276426037,-0.0610495689,0.0173952164,0.1018426037,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2140000000,0.1000000000,0.1749000000,0.2366440289,0.1577836035,0.0728336014,-0.1366440289,-0.0577836035,0.0271663986,-0.0617440289,0.0171163965,0.1020663986,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2160000000,0.1000000000,0.1756000000,0.2380246309,0.1587537002,0.0733060686,-0.1380246309,-0.0587537002,0.0266939314,-0.0624246309,0.0168462998,0.1022939314,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2180000000,0.1000000000,0.1763000000,0.2393914140,0.1597150902,0.0737748011,-0.1393914140,-0.0597150902,0.0262251989,-0.0630914140,0.0165849098,0.1025251989,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2200000000,0.1000000000,0.1770000000,0.2407444169,0.1606677896,0.0742398022,-0.1407444169,-0.0606677896,0.0257601978,-0.0637444169,0.0163322104,0.1027601978,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2220000000,0.1000000000,0.1777000000,0.2420836782,0.1616118147,0.0747010751,-0.1420836782,-0.0616118147,0.0252989249,-0.0643836782,0.0160881853,0.1029989249,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2240000000,0.1000000000,0.1784000000,0.2434092364,0.1625471818,0.0751586230,-0.1434092364,-0.0625471818,0.0248413770,-0.0650092364,0.0158528182,0.1032413770,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2260000000,0.1000000000,0.1791000000,0.2447211299,0.1634739070,0.0756124491,-0.1447211299,-0.0634739070,0.0243875509,-0.0656211299,0.0156260930,0.1034875509,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2280000000,0.1000000000,0.1798000000,0.2460193968,0.1643920065,0.0760625566,-0.1460193968,-0.0643920065,0.0239374434,-0.0662193968,0.0154079935,0.1037374434,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2300000000,0.1000000000,0.1805000000,0.2473040752,0.1653014964,0.0765089488,-0.1473040752,-0.0653014964,0.0234910512,-0.0668040752,0.0151985036,0.1039910512,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2320000000,0.1000000000,0.1812000000,0.2485752031,0.1662023927,0.0769516288,-0.1485752031,-0.0662023927,0.0230483712,-0.0673752031,0.0149976073,0.1042483712,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2340000000,0.1000000000,0.1819000000,0.2498328182,0.1670947115,0.0773905999,-0.1498328182,-0.0670947115,0.0226094001,-0.0679328182,0.0148052885,0.1045094001,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2360000000,0.1000000000,0.1826000000,0.2510769581,0.1679784688,0.0778258653,-0.1510769581,-0.0679784688,0.0221741347,-0.0684769581,0.0146215312,0.1047741347,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2380000000,0.1000000000,0.1833000000,0.2523076603,0.1688536804,0.0782574282,-0.1523076603,-0.0688536804,0.0217425718,-0.0690076603,0.0144463196,0.1050425718,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2400000000,0.1000000000,0.1840000000,0.2535249622,0.1697203623,0.0786852917,-0.1535249622,-0.0697203623,0.0213147083,-0.0695249622,0.0142796377,0.1053147083,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2420000000,0.1000000000,0.1847000000,0.2547289010,0.1705785305,0.0791094591,-0.1547289010,-0.0705785305,0.0208905409,-0.0700289010,0.0141214695,0.1055905409,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2440000000,0.1000000000,0.1854000000,0.2559195138,0.1714282005,0.0795299335,-0.1559195138,-0.0714282005,0.0204700665,-0.0705195138,0.0139717995,0.1058700665,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2460000000,0.1000000000,0.1861000000,0.2570968375,0.1722693884,0.0799467181,-0.1570968375,-0.0722693884,0.0200532819,-0.0709968375,0.0138306116,0.1061532819,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2480000000,0.1000000000,0.1868000000,0.2582609089,0.1731021098,0.0803598162,-0.1582609089,-0.0731021098,0.0196401838,-0.0714609089,0.0136978902,0.1064401838,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2500000000,0.1000000000,0.1875000000,0.2594117647,0.1739263804,0.0807692308,-0.1594117647,-0.0739263804,0.0192307692,-0.0719117647,0.0135736196,0.1067307692,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2520000000,0.1000000000,0.1882000000,0.2605494415,0.1747422159,0.0811749651,-0.1605494415,-0.0747422159,0.0188250349,-0.0723494415,0.0134577841,0.1070250349,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2540000000,0.1000000000,0.1889000000,0.2616739755,0.1755496319,0.0815770224,-0.1616739755,-0.0755496319,0.0184229776,-0.0727739755,0.0133503681,0.1073229776,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2560000000,0.1000000000,0.1896000000,0.2627854032,0.1763486440,0.0819754058,-0.1627854032,-0.0763486440,0.0180245942,-0.0731854032,0.0132513560,0.1076245942,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2580000000,0.1000000000,0.1903000000,0.2638837606,0.1771392678,0.0823701184,-0.1638837606,-0.0771392678,0.0176298816,-0.0735837606,0.0131607322,0.1079298816,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2600000000,0.1000000000,0.1910000000,0.2649690838,0.1779215187,0.0827611635,-0.1649690838,-0.0779215187,0.0172388365,-0.0739690838,0.0130784813,0.1082388365,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2620000000,0.1000000000,0.1917000000,0.2660414085,0.1786954124,0.0831485440,-0.1660414085,-0.0786954124,0.0168514560,-0.0743414085,0.0130045876,0.1085514560,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2640000000,0.1000000000,0.1924000000,0.2671007706,0.1794609641,0.0835322633,-0.1671007706,-0.0794609641,0.0164677367,-0.0747007706,0.0129390359,0.1088677367,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2660000000,0.1000000000,0.1931000000,0.2681472056,0.1802181893,0.0839123245,-0.1681472056,-0.0802181893,0.0160876755,-0.0750472056,0.0128818107,0.1091876755,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2680000000,0.1000000000,0.1938000000,0.2691807490,0.1809671033,0.0842887307,-0.1691807490,-0.0809671033,0.0157112693,-0.0753807490,0.0128328967,0.1095112693,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2700000000,0.1000000000,0.1945000000,0.2702014362,0.1817077216,0.0846614850,-0.1702014362,-0.0817077216,0.0153385150,-0.0757014362,0.0127922784,0.1098385150,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2720000000,0.1000000000,0.1952000000,0.2712093023,0.1824400593,0.0850305905,-0.1712093023,-0.0824400593,0.0149694095,-0.0760093023,0.0127599407,0.1101694095,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2740000000,0.1000000000,0.1959000000,0.2722043826,0.1831641317,0.0853960505,-0.1722043826,-0.0831641317,0.0146039495,-0.0763043826,0.0127358683,0.1105039495,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2760000000,0.1000000000,0.1966000000,0.2731867118,0.1838799540,0.0857578681,-0.1731867118,-0.0838799540,0.0142421319,-0.0765867118,0.0127200460,0.1108421319,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2780000000,0.1000000000,0.1973000000,0.2741563249,0.1845875415,0.0861160463,-0.1741563249,-0.0845875415,0.0138839537,-0.0768563249,0.0127124585,0.1111839537,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2800000000,0.1000000000,0.1980000000,0.2751132566,0.1852869092,0.0864705882,-0.1751132566,-0.0852869092,0.0135294118,-0.0771132566,0.0127130908,0.1115294118,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2820000000,0.1000000000,0.1987000000,0.2760575414,0.1859780722,0.0868214971,-0.1760575414,-0.0859780722,0.0131785029,-0.0773575414,0.0127219278,0.1118785029,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2840000000,0.1000000000,0.1994000000,0.2769892138,0.1866610456,0.0871687760,-0.1769892138,-0.0866610456,0.0128312240,-0.0775892138,0.0127389544,0.1122312240,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2860000000,0.1000000000,0.2001000000,0.2779083082,0.1873358444,0.0875124281,-0.1779083082,-0.0873358444,0.0124875719,-0.0778083082,0.0127641556,0.1125875719,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2880000000,0.1000000000,0.2008000000,0.2788148587,0.1880024837,0.0878524563,-0.1788148587,-0.0880024837,0.0121475437,-0.0780148587,0.0127975163,0.1129475437,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2900000000,0.1000000000,0.2015000000,0.2797088994,0.1886609783,0.0881888640,-0.1797088994,-0.0886609783,0.0118111360,-0.0782088994,0.0128390217,0.1133111360,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2920000000,0.1000000000,0.2022000000,0.2805904642,0.1893113432,0.0885216540,-0.1805904642,-0.0893113432,0.0114783460,-0.0783904642,0.0128886568,0.1136783460,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2940000000,0.1000000000,0.2029000000,0.2814595871,0.1899535933,0.0888508296,-0.1814595871,-0.0899535933,0.0111491704,-0.0785595871,0.0129464067,0.1140491704,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2960000000,0.1000000000,0.2036000000,0.2823163017,0.1905877434,0.0891763939,-0.1823163017,-0.0905877434,0.0108236061,-0.0787163017,0.0130122566,0.1144236061,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.2980000000,0.1000000000,0.2043000000,0.2831606416,0.1912138083,0.0894983498,-0.1831606416,-0.0912138083,0.0105016502,-0.0788606416,0.0130861917,0.1148016502,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3000000000,0.1000000000,0.2050000000,0.2839926403,0.1918318028,0.0898167006,-0.1839926403,-0.0918318028,0.0101832994,-0.0789926403,0.0131681972,0.1151832994,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3020000000,0.1000000000,0.2057000000,0.2848123311,0.1924417416,0.0901314493,-0.1848123311,-0.0924417416,0.0098685507,-0.0791123311,0.0132582584,0.1155685507,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3040000000,0.1000000000,0.2064000000,0.2856197473,0.1930436395,0.0904425989,-0.1856197473,-0.0930436395,0.0095574011,-0.0792197473,0.0133563605,0.1159574011,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3060000000,0.1000000000,0.2071000000,0.2864149219,0.1936375110,0.0907501526,-0.1864149219,-0.0936375110,0.0092498474,-0.0793149219,0.0134624890,0.1163498474,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3080000000,0.1000000000,0.2078000000,0.2871978880,0.1942233708,0.0910541134,-0.1871978880,-0.0942233708,0.0089458866,-0.0793978880,0.0135766292,0.1167458866,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3100000000,0.1000000000,0.2085000000,0.2879686785,0.1948012336,0.0913544844,-0.1879686785,-0.0948012336,0.0086455156,-0.0794686785,0.0136987664,0.1171455156,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3120000000,0.1000000000,0.2092000000,0.2887273260,0.1953711138,0.0916512687,-0.1887273260,-0.0953711138,0.0083487313,-0.0795273260,0.0138288862,0.1175487313,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3140000000,0.1000000000,0.2099000000,0.2894738632,0.1959330260,0.0919444693,-0.1894738632,-0.0959330260,0.0080555307,-0.0795738632,0.0139669740,0.1179555307,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3160000000,0.1000000000,0.2106000000,0.2902083227,0.1964869846,0.0922340892,-0.1902083227,-0.0964869846,0.0077659108,-0.0796083227,0.0141130154,0.1183659108,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3180000000,0.1000000000,0.2113000000,0.2909307368,0.1970330042,0.0925201316,-0.1909307368,-0.0970330042,0.0074798684,-0.0796307368,0.0142669958,0.1187798684,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3200000000,0.1000000000,0.2120000000,0.2916411379,0.1975710992,0.0928025995,-0.1916411379,-0.0975710992,0.0071974005,-0.0796411379,0.0144289008,0.1191974005,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3220000000,0.1000000000,0.2127000000,0.2923395580,0.1981012838,0.0930814959,-0.1923395580,-0.0981012838,0.0069185041,-0.0796395580,0.0145987162,0.1196185041,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3240000000,0.1000000000,0.2134000000,0.2930260293,0.1986235725,0.0933568239,-0.1930260293,-0.0986235725,0.0066431761,-0.0796260293,0.0147764275,0.1200431761,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3260000000,0.1000000000,0.2141000000,0.2937005838,0.1991379796,0.0936285865,-0.1937005838,-0.0991379796,0.0063714135,-0.0796005838,0.0149620204,0.1204714135,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3280000000,0.1000000000,0.2148000000,0.2943632531,0.1996445194,0.0938967868,-0.1943632531,-0.0996445194,0.0061032132,-0.0795632531,0.0151554806,0.1209032132,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3300000000,0.1000000000,0.2155000000,0.2950140692,0.2001432061,0.0941614277,-0.1950140692,-0.1001432061,0.0058385723,-0.0795140692,0.0153567939,0.1213385723,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3320000000,0.1000000000,0.2162000000,0.2956530634,0.2006340539,0.0944225124,-0.1956530634,-0.1006340539,0.0055774876,-0.0794530634,0.0155659461,0.1217774876,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3340000000,0.1000000000,0.2169000000,0.2962802675,0.2011170770,0.0946800438,-0.1962802675,-0.1011170770,0.0053199562,-0.0793802675,0.0157829230,0.1222199562,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3360000000,0.1000000000,0.2176000000,0.2968957126,0.2015922895,0.0949340250,-0.1968957126,-0.1015922895,0.0050659750,-0.0792957126,0.0160077105,0.1226659750,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.3380000000,0.1000000000,0.2183000000,0.2974994302,0.2020597055,0.0951844589,-0.1974994302,-0.1020597055,0.0048155411,-0.0791994302,0.0162402945,0.1231155411,both_fall,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
