s,epsilon,epsilon_plus_alpha_s,lambda_kappa_0,lambda_kappa_0_5,lambda_kappa_1,dlnY_dz_kappa_0,dlnY_dz_kappa_0_5,dlnY_dz_kappa_1,dlnR_dz_kappa_0,dlnR_dz_kappa_0_5,dlnR_dz_kappa_1,sign_region_kappa_0,sign_region_kappa_0_5,sign_region_kappa_1,peak_s_kappa_0,peak_s_kappa_0_5,peak_s_kappa_1,peak_lambda_kappa_0,peak_lambda_kappa_0_5,peak_lambda_kappa_1
0.5200000000,0.1000000000,0.2820000000,0.3070907265,0.2136908860,0.1035071090,-0.2070907265,-0.1136908860,-0.0035071090,-0.0250907265,0.0683091140,0.1784928910,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5220000000,0.1000000000,0.2827000000,0.3067357875,0.2134971162,0.1034436767,-0.2067357875,-0.1134971162,-0.0034436767,-0.0240357875,0.0692028838,0.1792563233,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5240000000,0.1000000000,0.2834000000,0.3063716033,0.2132967260,0.1033769638,-0.2063716033,-0.1132967260,-0.0033769638,-0.0229716033,0.0701032740,0.1800230362,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5260000000,0.1000000000,0.2841000000,0.3059981966,0.2130897268,0.1033069729,-0.2059981966,-0.1130897268,-0.0033069729,-0.0218981966,0.0710102732,0.1807930271,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5280000000,0.1000000000,0.2848000000,0.3056155900,0.2128761299,0.1032337068,-0.2056155900,-0.1128761299,-0.0032337068,-0.0208155900,0.0719238701,0.1815662932,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5300000000,0.1000000000,0.2855000000,0.3052238060,0.2126559465,0.1031571682,-0.2052238060,-0.1126559465,-0.0031571682,-0.0197238060,0.0728440535,0.1823428318,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5320000000,0.1000000000,0.2862000000,0.3048228670,0.2124291880,0.1030773598,-0.2048228670,-0.1124291880,-0.0030773598,-0.0186228670,0.0737708120,0.1831226402,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5340000000,0.1000000000,0.2869000000,0.3044127956,0.2121958654,0.1029942844,-0.2044127956,-0.1121958654,-0.0029942844,-0.0175127956,0.0747041346,0.1839057156,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5360000000,0.1000000000,0.2876000000,0.3039936140,0.2119559900,0.1029079445,-0.2039936140,-0.1119559900,-0.0029079445,-0.0163936140,0.0756440100,0.1846920555,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5380000000,0.1000000000,0.2883000000,0.3035653445,0.2117095730,0.1028183430,-0.2035653445,-0.1117095730,-0.0028183430,-0.0152653445,0.0765904270,0.1854816570,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5400000000,0.1000000000,0.2890000000,0.3031280093,0.2114566255,0.1027254825,-0.2031280093,-0.1114566255,-0.0027254825,-0.0141280093,0.0775433745,0.1862745175,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5420000000,0.1000000000,0.2897000000,0.3026816304,0.2111971586,0.1026293657,-0.2026816304,-0.1111971586,-0.0026293657,-0.0129816304,0.0785028414,0.1870706343,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5440000000,0.1000000000,0.2904000000,0.3022262299,0.2109311834,0.1025299953,-0.2022262299,-0.1109311834,-0.0025299953,-0.0118262299,0.0794688166,0.1878700047,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5460000000,0.1000000000,0.2911000000,0.3017618298,0.2106587110,0.1024273740,-0.2017618298,-0.1106587110,-0.0024273740,-0.0106618298,0.0804412890,0.1886726260,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5480000000,0.1000000000,0.2918000000,0.3012884520,0.2103797523,0.1023215044,-0.2012884520,-0.1103797523,-0.0023215044,-0.0094884520,0.0814202477,0.1894784956,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5500000000,0.1000000000,0.2925000000,0.3008061182,0.2100943184,0.1022123894,-0.2008061182,-0.1100943184,-0.0022123894,-0.0083061182,0.0824056816,0.1902876106,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5520000000,0.1000000000,0.2932000000,0.3003148503,0.2098024204,0.1021000315,-0.2003148503,-0.1098024204,-0.0021000315,-0.0071148503,0.0833975796,0.1910999685,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5540000000,0.1000000000,0.2939000000,0.2998146699,0.2095040691,0.1019844334,-0.1998146699,-0.1095040691,-0.0019844334,-0.0059146699,0.0843959309,0.1919155666,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5560000000,0.1000000000,0.2946000000,0.2993055986,0.2091992754,0.1018655977,-0.1993055986,-0.1091992754,-0.0018655977,-0.0047055986,0.0854007246,0.1927344023,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5580000000,0.1000000000,0.2953000000,0.2987876580,0.2088880504,0.1017435273,-0.1987876580,-0.1088880504,-0.0017435273,-0.0034876580,0.0864119496,0.1935564727,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5600000000,0.1000000000,0.2960000000,0.2982608696,0.2085704049,0.1016182247,-0.1982608696,-0.1085704049,-0.0016182247,-0.0022608696,0.0874295951,0.1943817753,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5620000000,0.1000000000,0.2967000000,0.2977252547,0.2082463497,0.1014896925,-0.1977252547,-0.1082463497,-0.0014896925,-0.0010252547,0.0884536503,0.1952103075,both_fall,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5640000000,0.1000000000,0.2974000000,0.2971808346,0.2079158957,0.1013579336,-0.1971808346,-0.1079158957,-0.0013579336,0.0002191654,0.0894841043,0.1960420664,only_real_income_rises,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5660000000,0.1000000000,0.2981000000,0.2966276307,0.2075790537,0.1012229504,-0.1966276307,-0.1075790537,-0.0012229504,0.0014723693,0.0905209463,0.1968770496,only_real_income_rises,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5680000000,0.1000000000,0.2988000000,0.2960656642,0.2072358346,0.1010847458,-0.1960656642,-0.1072358346,-0.0010847458,0.0027343358,0.0915641654,0.1977152542,only_real_income_rises,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5700000000,0.1000000000,0.2995000000,0.2954949561,0.2068862489,0.1009433222,-0.1954949561,-0.1068862489,-0.0009433222,0.0040050439,0.0926137511,0.1985566778,only_real_income_rises,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5720000000,0.1000000000,0.3002000000,0.2949155276,0.2065303076,0.1007986825,-0.1949155276,-0.1065303076,-0.0007986825,0.0052844724,0.0936696924,0.1994013175,only_real_income_rises,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5740000000,0.1000000000,0.3009000000,0.2943273996,0.2061680213,0.1006508291,-0.1943273996,-0.1061680213,-0.0006508291,0.0065726004,0.0947319787,0.2002491709,only_real_income_rises,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5760000000,0.1000000000,0.3016000000,0.2937305930,0.2057994008,0.1004997649,-0.1937305930,-0.1057994008,-0.0004997649,0.0078694070,0.0958005992,0.2011002351,only_real_income_rises,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5780000000,0.1000000000,0.3023000000,0.2931251288,0.2054244566,0.1003454923,-0.1931251288,-0.1054244566,-0.0003454923,0.0091748712,0.0968755434,0.2019545077,only_real_income_rises,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5800000000,0.1000000000,0.3030000000,0.2925110276,0.2050431994,0.1001880141,-0.1925110276,-0.1050431994,-0.0001880141,0.0104889724,0.0979568006,0.2028119859,only_real_income_rises,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5820000000,0.1000000000,0.3037000000,0.2918883103,0.2046556399,0.1000273329,-0.1918883103,-0.1046556399,-0.0000273329,0.0118116897,0.0990443601,0.2036726671,only_real_income_rises,only_real_income_rises,only_real_income_rises,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5840000000,0.1000000000,0.3044000000,0.2912569975,0.2042617887,0.0998634513,-0.1912569975,-0.1042617887,0.0001365487,0.0131430025,0.1001382113,0.2045365487,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5860000000,0.1000000000,0.3051000000,0.2906171097,0.2038616562,0.0996963720,-0.1906171097,-0.1038616562,0.0003036280,0.0144828903,0.1012383438,0.2054036280,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5880000000,0.1000000000,0.3058000000,0.2899686676,0.2034552532,0.0995260975,-0.1899686676,-0.1034552532,0.0004739025,0.0158313324,0.1023447468,0.2062739025,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5900000000,0.1000000000,0.3065000000,0.2893116915,0.2030425900,0.0993526305,-0.1893116915,-0.1030425900,0.0006473695,0.0171883085,0.1034574100,0.2071473695,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5920000000,0.1000000000,0.3072000000,0.2886462019,0.2026236773,0.0991759737,-0.1886462019,-0.1026236773,0.0008240263,0.0185537981,0.1045763227,0.2080240263,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5940000000,0.1000000000,0.3079000000,0.2879722191,0.2021985254,0.0989961296,-0.1879722191,-0.1021985254,0.0010038704,0.0199277809,0.1057014746,0.2089038704,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5960000000,0.1000000000,0.3086000000,0.2872897633,0.2017671449,0.0988131009,-0.1872897633,-0.1017671449,0.0011868991,0.0213102367,0.1068328551,0.2097868991,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.5980000000,0.1000000000,0.3093000000,0.2865988548,0.2013295462,0.0986268902,-0.1865988548,-0.1013295462,0.0013731098,0.0227011452,0.1079704538,0.2106731098,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6000000000,0.1000000000,0.3100000000,0.2858995138,0.2008857396,0.0984375000,-0.1858995138,-0.1008857396,0.0015625000,0.0241004862,0.1091142604,0.2115625000,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6020000000,0.1000000000,0.3107000000,0.2851917602,0.2004357356,0.0982449330,-0.1851917602,-0.1004357356,0.0017550670,0.0255082398,0.1102642644,0.2124550670,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6040000000,0.1000000000,0.3114000000,0.2844756141,0.1999795445,0.0980491918,-0.1844756141,-0.0999795445,0.0019508082,0.0269243859,0.1114204555,0.2133508082,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6060000000,0.1000000000,0.3121000000,0.2837510954,0.1995171767,0.0978502791,-0.1837510954,-0.0995171767,0.0021497209,0.0283489046,0.1125828233,0.2142497209,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6080000000,0.1000000000,0.3128000000,0.2830182241,0.1990486425,0.0976481973,-0.1830182241,-0.0990486425,0.0023518027,0.0297817759,0.1137513575,0.2151518027,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6100000000,0.1000000000,0.3135000000,0.2822770199,0.1985739522,0.0974429491,-0.1822770199,-0.0985739522,0.0025570509,0.0312229801,0.1149260478,0.2160570509,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6120000000,0.1000000000,0.3142000000,0.2815275027,0.1980931161,0.0972345371,-0.1815275027,-0.0980931161,0.0027654629,0.0326724973,0.1161068839,0.2169654629,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6140000000,0.1000000000,0.3149000000,0.2807696920,0.1976061443,0.0970229639,-0.1807696920,-0.0976061443,0.0029770361,0.0341303080,0.1172938557,0.2178770361,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6160000000,0.1000000000,0.3156000000,0.2800036076,0.1971130472,0.0968082320,-0.1800036076,-0.0971130472,0.0031917680,0.0355963924,0.1184869528,0.2187917680,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6180000000,0.1000000000,0.3163000000,0.2792292689,0.1966138349,0.0965903441,-0.1792292689,-0.0966138349,0.0034096559,0.0370707311,0.1196861651,0.2197096559,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6200000000,0.1000000000,0.3170000000,0.2784466956,0.1961085176,0.0963693027,-0.1784466956,-0.0961085176,0.0036306973,0.0385533044,0.1208914824,0.2206306973,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6220000000,0.1000000000,0.3177000000,0.2776559071,0.1955971055,0.0961451104,-0.1776559071,-0.0955971055,0.0038548896,0.0400440929,0.1221028945,0.2215548896,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6240000000,0.1000000000,0.3184000000,0.2768569227,0.1950796086,0.0959177698,-0.1768569227,-0.0950796086,0.0040822302,0.0415430773,0.1233203914,0.2224822302,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6260000000,0.1000000000,0.3191000000,0.2760497618,0.1945560372,0.0956872835,-0.1760497618,-0.0945560372,0.0043127165,0.0430502382,0.1245439628,0.2234127165,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6280000000,0.1000000000,0.3198000000,0.2752344436,0.1940264014,0.0954536540,-0.1752344436,-0.0940264014,0.0045463460,0.0445655564,0.1257735986,0.2243463460,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6300000000,0.1000000000,0.3205000000,0.2744109874,0.1934907111,0.0952168839,-0.1744109874,-0.0934907111,0.0047831161,0.0460890126,0.1270092889,0.2252831161,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6320000000,0.1000000000,0.3212000000,0.2735794123,0.1929489764,0.0949769757,-0.1735794123,-0.0929489764,0.0050230243,0.0476205877,0.1282510236,0.2262230243,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6340000000,0.1000000000,0.3219000000,0.2727397374,0.1924012073,0.0947339321,-0.1727397374,-0.0924012073,0.0052660679,0.0491602626,0.1294987927,0.2271660679,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6360000000,0.1000000000,0.3226000000,0.2718919817,0.1918474139,0.0944877556,-0.1718919817,-0.0918474139,0.0055122444,0.0507080183,0.1307525861,0.2281122444,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6380000000,0.1000000000,0.3233000000,0.2710361642,0.1912876062,0.0942384487,-0.1710361642,-0.0912876062,0.0057615513,0.0522638358,0.1320123938,0.2290615513,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6400000000,0.1000000000,0.3240000000,0.2701723038,0.1907217940,0.0939860140,-0.1701723038,-0.0907217940,0.0060139860,0.0538276962,0.1332782060,0.2300139860,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6420000000,0.1000000000,0.3247000000,0.2693004193,0.1901499873,0.0937304540,-0.1693004193,-0.0901499873,0.0062695460,0.0553995807,0.1345500127,0.2309695460,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6440000000,0.1000000000,0.3254000000,0.2684205295,0.1895721961,0.0934717714,-0.1684205295,-0.0895721961,0.0065282286,0.0569794705,0.1358278039,0.2319282286,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6460000000,0.1000000000,0.3261000000,0.2675326532,0.1889884302,0.0932099686,-0.1675326532,-0.0889884302,0.0067900314,0.0585673468,0.1371115698,0.2328900314,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6480000000,0.1000000000,0.3268000000,0.2666368090,0.1883986994,0.0929450481,-0.1666368090,-0.0883986994,0.0070549519,0.0601631910,0.1384013006,0.2338549519,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6500000000,0.1000000000,0.3275000000,0.2657330155,0.1878030138,0.0926770126,-0.1657330155,-0.0878030138,0.0073229874,0.0617669845,0.1396969862,0.2348229874,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6520000000,0.1000000000,0.3282000000,0.2648212913,0.1872013829,0.0924058646,-0.1648212913,-0.0872013829,0.0075941354,0.0633787087,0.1409986171,0.2357941354,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6540000000,0.1000000000,0.3289000000,0.2639016550,0.1865938168,0.0921316065,-0.1639016550,-0.0865938168,0.0078683935,0.0649983450,0.1423061832,0.2367683935,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6560000000,0.1000000000,0.3296000000,0.2629741248,0.1859803251,0.0918542410,-0.1629741248,-0.0859803251,0.0081457590,0.0666258752,0.1436196749,0.2377457590,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6580000000,0.1000000000,0.3303000000,0.2620387193,0.1853609177,0.0915737705,-0.1620387193,-0.0853609177,0.0084262295,0.0682612807,0.1449390823,0.2387262295,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6600000000,0.1000000000,0.3310000000,0.2610954567,0.1847356041,0.0912901976,-0.1610954567,-0.0847356041,0.0087098024,0.0699045433,0.1462643959,0.2397098024,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6620000000,0.1000000000,0.3317000000,0.2601443553,0.1841043943,0.0910035248,-0.1601443553,-0.0841043943,0.0089964752,0.0715556447,0.1475956057,0.2406964752,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6640000000,0.1000000000,0.3324000000,0.2591854334,0.1834672979,0.0907137546,-0.1591854334,-0.0834672979,0.0092862454,0.0732145666,0.1489327021,0.2416862454,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6660000000,0.1000000000,0.3331000000,0.2582187090,0.1828243244,0.0904208896,-0.1582187090,-0.0828243244,0.0095791104,0.0748812910,0.1502756756,0.2426791104,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6680000000,0.1000000000,0.3338000000,0.2572442004,0.1821754837,0.0901249323,-0.1572442004,-0.0821754837,0.0098750677,0.0765557996,0.1516245163,0.2436750677,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6700000000,0.1000000000,0.3345000000,0.2562619254,0.1815207854,0.0898258851,-0.1562619254,-0.0815207854,0.0101741149,0.0782380746,0.1529792146,0.2446741149,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6720000000,0.1000000000,0.3352000000,0.2552719022,0.1808602390,0.0895237506,-0.1552719022,-0.0808602390,0.0104762494,0.0799280978,0.1543397610,0.2456762494,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6740000000,0.1000000000,0.3359000000,0.2542741486,0.1801938541,0.0892185313,-0.1542741486,-0.0801938541,0.0107814687,0.0816258514,0.1557061459,0.2466814687,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6760000000,0.1000000000,0.3366000000,0.2532686825,0.1795216403,0.0889102296,-0.1532686825,-0.0795216403,0.0110897704,0.0833313175,0.1570783597,0.2476897704,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6780000000,0.1000000000,0.3373000000,0.2522555218,0.1788436072,0.0885988482,-0.1522555218,-0.0788436072,0.0114011518,0.0850444782,0.1584563928,0.2487011518,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6800000000,0.1000000000,0.3380000000,0.2512346843,0.1781597643,0.0882843895,-0.1512346843,-0.0781597643,0.0117156105,0.0867653157,0.1598402357,0.2497156105,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6820000000,0.1000000000,0.3387000000,0.2502061875,0.1774701211,0.0879668560,-0.1502061875,-0.0774701211,0.0120331440,0.0884938125,0.1612298789,0.2507331440,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6840000000,0.1000000000,0.3394000000,0.2491700492,0.1767746871,0.0876462501,-0.1491700492,-0.0767746871,0.0123537499,0.0902299508,0.1626253129,0.2517537499,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6860000000,0.1000000000,0.3401000000,0.2481262871,0.1760734718,0.0873225744,-0.1481262871,-0.0760734718,0.0126774256,0.0919737129,0.1640265282,0.2527774256,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6880000000,0.1000000000,0.3408000000,0.2470749186,0.1753664845,0.0869958314,-0.1470749186,-0.0753664845,0.0130041686,0.0937250814,0.1654335155,0.2538041686,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6900000000,0.1000000000,0.3415000000,0.2460159612,0.1746537348,0.0866660235,-0.1460159612,-0.0746537348,0.0133339765,0.0954840388,0.1668462652,0.2548339765,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6920000000,0.1000000000,0.3422000000,0.2449494324,0.1739352320,0.0863331533,-0.1449494324,-0.0739352320,0.0136668467,0.0972505676,0.1682647680,0.2558668467,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6940000000,0.1000000000,0.3429000000,0.2438753496,0.1732109856,0.0859972232,-0.1438753496,-0.0732109856,0.0140027768,0.0990246504,0.1696890144,0.2569027768,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6960000000,0.1000000000,0.3436000000,0.2427937301,0.1724810048,0.0856582357,-0.1427937301,-0.0724810048,0.0143417643,0.1008062699,0.1711189952,0.2579417643,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6980000000,0.1000000000,0.3443000000,0.2417045912,0.1717452990,0.0853161932,-0.1417045912,-0.0717452990,0.0146838068,0.1025954088,0.1725547010,0.2589838068,only_real_income_rises,only_real_income_rises,both_rise,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
