kappa,lambda_at_sbar,dlnY_dz,dlnR_dz,sbar,kappa_R_star,kappa_Y_star
0.7520000000,0.1279973914,-0.0279973914,0.0595026086,0.2500000000,0.4233766234,0.9003322259
0.7540000000,0.1276247460,-0.0276247460,0.0598752540,0.2500000000,0.4233766234,0.9003322259
0.7560000000,0.1272519697,-0.0272519697,0.0602480303,0.2500000000,0.4233766234,0.9003322259
0.7580000000,0.1268790624,-0.0268790624,0.0606209376,0.2500000000,0.4233766234,0.9003322259
0.7600000000,0.1265060241,-0.0265060241,0.0609939759,0.2500000000,0.4233766234,0.9003322259
0.7620000000,0.1261328547,-0.0261328547,0.0613671453,0.2500000000,0.4233766234,0.9003322259
0.7640000000,0.1257595541,-0.0257595541,0.0617404459,0.2500000000,0.4233766234,0.9003322259
0.7660000000,0.1253861222,-0.0253861222,0.0621138778,0.2500000000,0.4233766234,0.9003322259
0.7680000000,0.1250125590,-0.0250125590,0.0624874410,0.2500000000,0.4233766234,0.9003322259
0.7700000000,0.1246388645,-0.0246388645,0.0628611355,0.2500000000,0.4233766234,0.9003322259
0.7720000000,0.1242650384,-0.0242650384,0.0632349616,0.2500000000,0.4233766234,0.9003322259
0.7740000000,0.1238910809,-0.0238910809,0.0636089191,0.2500000000,0.4233766234,0.9003322259
0.7760000000,0.1235169918,-0.0235169918,0.0639830082,0.2500000000,0.4233766234,0.9003322259
0.7780000000,0.1231427709,-0.0231427709,0.0643572291,0.2500000000,0.4233766234,0.9003322259
0.7800000000,0.1227684184,-0.0227684184,0.0647315816,0.2500000000,0.4233766234,0.9003322259
0.7820000000,0.1223939341,-0.0223939341,0.0651060659,0.2500000000,0.4233766234,0.9003322259
0.7840000000,0.1220193178,-0.0220193178,0.0654806822,0.2500000000,0.4233766234,0.9003322259
0.7860000000,0.1216445697,-0.0216445697,0.0658554303,0.2500000000,0.4233766234,0.9003322259
0.7880000000,0.1212696895,-0.0212696895,0.0662303105,0.2500000000,0.4233766234,0.9003322259
0.7900000000,0.1208946772,-0.0208946772,0.0666053228,0.2500000000,0.4233766234,0.9003322259
0.7920000000,0.1205195328,-0.0205195328,0.0669804672,0.2500000000,0.4233766234,0.9003322259
0.7940000000,0.1201442562,-0.0201442562,0.0673557438,0.2500000000,0.4233766234,0.9003322259
0.7960000000,0.1197688473,-0.0197688473,0.0677311527,0.2500000000,0.4233766234,0.9003322259
0.7980000000,0.1193933060,-0.0193933060,0.0681066940,0.2500000000,0.4233766234,0.9003322259
0.8000000000,0.1190176322,-0.0190176322,0.0684823678,0.2500000000,0.4233766234,0.9003322259
0.8020000000,0.1186418260,-0.0186418260,0.0688581740,0.2500000000,0.4233766234,0.9003322259
0.8040000000,0.1182658872,-0.0182658872,0.0692341128,0.2500000000,0.4233766234,0.9003322259
0.8060000000,0.1178898158,-0.0178898158,0.0696101842,0.2500000000,0.4233766234,0.9003322259
0.8080000000,0.1175136116,-0.0175136116,0.0699863884,0.2500000000,0.4233766234,0.9003322259
0.8100000000,0.1171372747,-0.0171372747,0.0703627253,0.2500000000,0.4233766234,0.9003322259
0.8120000000,0.1167608049,-0.0167608049,0.0707391951,0.2500000000,0.4233766234,0.9003322259
0.8140000000,0.1163842022,-0.0163842022,0.0711157978,0.2500000000,0.4233766234,0.9003322259
0.8160000000,0.1160074665,-0.0160074665,0.0714925335,0.2500000000,0.4233766234,0.9003322259
0.8180000000,0.1156305977,-0.0156305977,0.0718694023,0.2500000000,0.4233766234,0.9003322259
0.8200000000,0.1152535958,-0.0152535958,0.0722464042,0.2500000000,0.4233766234,0.9003322259
0.8220000000,0.1148764606,-0.0148764606,0.0726235394,0.2500000000,0.4233766234,0.9003322259
0.8240000000,0.1144991922,-0.0144991922,0.0730008078,0.2500000000,0.4233766234,0.9003322259
0.8260000000,0.1141217905,-0.0141217905,0.0733782095,0.2500000000,0.4233766234,0.9003322259
0.8280000000,0.1137442553,-0.0137442553,0.0737557447,0.2500000000,0.4233766234,0.9003322259
0.8300000000,0.1133665867,-0.0133665867,0.0741334133,0.2500000000,0.4233766234,0.9003322259
0.8320000000,0.1129887845,-0.0129887845,0.0745112155,0.2500000000,0.4233766234,0.9003322259
0.8340000000,0.1126108486,-0.0126108486,0.0748891514,0.2500000000,0.4233766234,0.9003322259
0.8360000000,0.1122327791,-0.0122327791,0.0752672209,0.2500000000,0.4233766234,0.9003322259
0.8380000000,0.1118545758,-0.0118545758,0.0756454242,0.2500000000,0.4233766234,0.9003322259
0.8400000000,0.1114762386,-0.0114762386,0.0760237614,0.2500000000,0.4233766234,0.9003322259
0.8420000000,0.1110977676,-0.0110977676,0.0764022324,0.2500000000,0.4233766234,0.9003322259
0.8440000000,0.1107191625,-0.0107191625,0.0767808375,0.2500000000,0.4233766234,0.9003322259
0.8460000000,0.1103404234,-0.0103404234,0.0771595766,0.2500000000,0.4233766234,0.9003322259
0.8480000000,0.1099615501,-0.0099615501,0.0775384499,0.2500000000,0.4233766234,0.9003322259
0.8500000000,0.1095825427,-0.0095825427,0.0779174573,0.2500000000,0.4233766234,0.9003322259
0.8520000000,0.1092034010,-0.0092034010,0.0782965990,0.2500000000,0.4233766234,0.9003322259
0.8540000000,0.1088241249,-0.0088241249,0.0786758751,0.2500000000,0.4233766234,0.9003322259
0.8560000000,0.1084447145,-0.0084447145,0.0790552855,0.2500000000,0.4233766234,0.9003322259
0.8580000000,0.1080651695,-0.0080651695,0.0794348305,0.2500000000,0.4233766234,0.9003322259
0.8600000000,0.1076854900,-0.0076854900,0.0798145100,0.2500000000,0.4233766234,0.9003322259
0.8620000000,0.1073056759,-0.0073056759,0.0801943241,0.2500000000,0.4233766234,0.9003322259
0.8640000000,0.1069257270,-0.0069257270,0.0805742730,0.2500000000,0.4233766234,0.9003322259
0.8660000000,0.1065456434,-0.0065456434,0.0809543566,0.2500000000,0.4233766234,0.9003322259
0.8680000000,0.1061654250,-0.0061654250,0.0813345750,0.2500000000,0.4233766234,0.9003322259
0.8700000000,0.1057850716,-0.0057850716,0.0817149284,0.2500000000,0.4233766234,0.9003322259
0.8720000000,0.1054045832,-0.0054045832,0.0820954168,0.2500000000,0.4233766234,0.9003322259
0.8740000000,0.1050239598,-0.0050239598,0.0824760402,0.2500000000,0.4233766234,0.9003322259
0.8760000000,0.1046432013,-0.0046432013,0.0828567987,0.2500000000,0.4233766234,0.9003322259
0.8780000000,0.1042623076,-0.0042623076,0.0832376924,0.2500000000,0.4233766234,0.9003322259
0.8800000000,0.1038812785,-0.0038812785,0.0836187215,0.2500000000,0.4233766234,0.9003322259
0.8820000000,0.1035001142,-0.0035001142,0.0839998858,0.2500000000,0.4233766234,0.9003322259
0.8840000000,0.1031188144,-0.0031188144,0.0843811856,0.2500000000,0.4233766234,0.9003322259
0.8860000000,0.1027373791,-0.0027373791,0.0847626209,0.2500000000,0.4233766234,0.9003322259
0.8880000000,0.1023558083,-0.0023558083,0.0851441917,0.2500000000,0.4233766234,0.9003322259
0.8900000000,0.1019741018,-0.0019741018,0.0855258982,0.2500000000,0.4233766234,0.9003322259
0.8920000000,0.1015922596,-0.0015922596,0.0859077404,0.2500000000,0.4233766234,0.9003322259
0.8940000000,0.1012102817,-0.0012102817,0.0862897183,0.2500000000,0.4233766234,0.9003322259
0.8960000000,0.1008281679,-0.0008281679,0.0866718321,0.2500000000,0.4233766234,0.9003322259
0.8980000000,0.1004459181,-0.0004459181,0.0870540819,0.2500000000,0.4233766234,0.9003322259
0.9000000000,0.1000635324,-0.0000635324,0.0874364676,0.2500000000,0.4233766234,0.9003322259
0.9020000000,0.0996810106,0.0003189894,0.0878189894,0.2500000000,0.4233766234,0.9003322259
0.9040000000,0.0992983527,0.0007016473,0.0882016473,0.2500000000,0.4233766234,0.9003322259
0.9060000000,0.0989155585,0.0010844415,0.0885844415,0.2500000000,0.4233766234,0.9003322259
0.9080000000,0.0985326280,0.0014673720,0.0889673720,0.2500000000,0.4233766234,0.9003322259
0.9100000000,0.0981495612,0.0018504388,0.0893504388,0.2500000000,0.4233766234,0.9003322259
0.9120000000,0.0977663580,0.0022336420,0.0897336420,0.2500000000,0.4233766234,0.9003322259
0.9140000000,0.0973830182,0.0026169818,0.0901169818,0.2500000000,0.4233766234,0.9003322259
0.9160000000,0.0969995419,0.0030004581,0.0905004581,0.2500000000,0.4233766234,0.9003322259
0.9180000000,0.0966159289,0.0033840711,0.0908840711,0.2500000000,0.4233766234,0.9003322259
0.9200000000,0.0962321792,0.0037678208,0.0912678208,0.2500000000,0.4233766234,0.9003322259
0.9220000000,0.0958482927,0.0041517073,0.0916517073,0.2500000000,0.4233766234,0.9003322259
0.9240000000,0.0954642693,0.0045357307,0.0920357307,0.2500000000,0.4233766234,0.9003322259
0.9260000000,0.0950801090,0.0049198910,0.0924198910,0.2500000000,0.4233766234,0.9003322259
0.9280000000,0.0946958117,0.0053041883,0.0928041883,0.2500000000,0.4233766234,0.9003322259
0.9300000000,0.0943113772,0.0056886228,0.0931886228,0.2500000000,0.4233766234,0.9003322259
0.9320000000,0.0939268056,0.0060731944,0.0935731944,0.2500000000,0.4233766234,0.9003322259
0.9340000000,0.0935420968,0.0064579032,0.0939579032,0.2500000000,0.4233766234,0.9003322259
0.9360000000,0.0931572507,0.0068427493,0.0943427493,0.2500000000,0.4233766234,0.9003322259
0.9380000000,0.0927722671,0.0072277329,0.0947277329,0.2500000000,0.4233766234,0.9003322259
0.9400000000,0.0923871461,0.0076128539,0.0951128539,0.2500000000,0.4233766234,0.9003322259
0.9420000000,0.0920018876,0.0079981124,0.0954981124,0.2500000000,0.4233766234,0.9003322259
0.9440000000,0.0916164915,0.0083835085,0.0958835085,0.2500000000,0.4233766234,0.9003322259
0.9460000000,0.0912309577,0.0087690423,0.0962690423,0.2500000000,0.4233766234,0.9003322259
0.9480000000,0.0908452861,0.0091547139,0.0966547139,0.2500000000,0.4233766234,0.9003322259
0.9500000000,0.0904594767,0.0095405233,0.0970405233,0.2500000000,0.4233766234,0.9003322259
0.9520000000,0.0900735294,0.0099264706,0.0974264706,0.2500000000,0.4233766234,0.9003322259
0.9540000000,0.0896874441,0.0103125559,0.0978125559,0.2500000000,0.4233766234,0.9003322259
0.9560000000,0.0893012208,0.0106987792,0.0981987792,0.2500000000,0.4233766234,0.9003322259
0.9580000000,0.0889148594,0.0110851406,0.0985851406,0.2500000000,0.4233766234,0.9003322259
0.9600000000,0.0885283597,0.0114716403,0.0989716403,0.2500000000,0.4233766234,0.9003322259
0.9620000000,0.0881417218,0.0118582782,0.0993582782,0.2500000000,0.4233766234,0.9003322259
0.9640000000,0.0877549456,0.0122450544,0.0997450544,0.2500000000,0.4233766234,0.9003322259
0.9660000000,0.0873680309,0.0126319691,0.1001319691,0.2500000000,0.4233766234,0.9003322259
0.9680000000,0.0869809777,0.0130190223,0.1005190223,0.2500000000,0.4233766234,0.9003322259
0.9700000000,0.0865937860,0.0134062140,0.1009062140,0.2500000000,0.4233766234,0.9003322259
0.9720000000,0.0862064556,0.0137935444,0.1012935444,0.2500000000,0.4233766234,0.9003322259
0.9740000000,0.0858189865,0.0141810135,0.1016810135,0.2500000000,0.4233766234,0.9003322259
0.9760000000,0.0854313786,0.0145686214,0.1020686214,0.2500000000,0.4233766234,0.9003322259
0.9780000000,0.0850436318,0.0149563682,0.1024563682,0.2500000000,0.4233766234,0.9003322259
0.9800000000,0.0846557461,0.0153442539,0.1028442539,0.2500000000,0.4233766234,0.9003322259
0.9820000000,0.0842677214,0.0157322786,0.1032322786,0.2500000000,0.4233766234,0.9003322259
0.9840000000,0.0838795576,0.0161204424,0.1036204424,0.2500000000,0.4233766234,0.9003322259
0.9860000000,0.0834912546,0.0165087454,0.1040087454,0.2500000000,0.4233766234,0.9003322259
0.9880000000,0.0831028124,0.0168971876,0.1043971876,0.2500000000,0.4233766234,0.9003322259
0.9900000000,0.0827142308,0.0172857692,0.1047857692,0.2500000000,0.4233766234,0.9003322259
0.9920000000,0.0823255099,0.0176744901,0.1051744901,0.2500000000,0.4233766234,0.9003322259
0.9940000000,0.0819366495,0.0180633505,0.1055633505,0.2500000000,0.4233766234,0.9003322259
0.9960000000,0.0815476496,0.0184523504,0.1059523504,0.2500000000,0.4233766234,0.9003322259
0.9980000000,0.0811585100,0.0188414900,0.1063414900,0.2500000000,0.4233766234,0.9003322259
1.0000000000,0.0807692308,0.0192307692,0.1067307692,0.2500000000,0.4233766234,0.9003322259
