s,lambda_kappa_0,lambda_kappa_0_5,lambda_kappa_1,epsilon,epsilon_plus_alpha_s,s_dagger_kappa_0,s_dagger_kappa_0_5,s_dagger_kappa_1,lambda_max_kappa_0,lambda_max_kappa_0_5,lambda_max_kappa_1
0.6400000000,0.2701723038,0.1907217940,0.0939860140,0.1000000000,0.3240000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6420000000,0.2693004193,0.1901499873,0.0937304540,0.1000000000,0.3247000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6440000000,0.2684205295,0.1895721961,0.0934717714,0.1000000000,0.3254000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6460000000,0.2675326532,0.1889884302,0.0932099686,0.1000000000,0.3261000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6480000000,0.2666368090,0.1883986994,0.0929450481,0.1000000000,0.3268000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6500000000,0.2657330155,0.1878030138,0.0926770126,0.1000000000,0.3275000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6520000000,0.2648212913,0.1872013829,0.0924058646,0.1000000000,0.3282000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6540000000,0.2639016550,0.1865938168,0.0921316065,0.1000000000,0.3289000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6560000000,0.2629741248,0.1859803251,0.0918542410,0.1000000000,0.3296000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6580000000,0.2620387193,0.1853609177,0.0915737705,0.1000000000,0.3303000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6600000000,0.2610954567,0.1847356041,0.0912901976,0.1000000000,0.3310000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6620000000,0.2601443553,0.1841043943,0.0910035248,0.1000000000,0.3317000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6640000000,0.2591854334,0.1834672979,0.0907137546,0.1000000000,0.3324000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6660000000,0.2582187090,0.1828243244,0.0904208896,0.1000000000,0.3331000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6680000000,0.2572442004,0.1821754837,0.0901249323,0.1000000000,0.3338000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6700000000,0.2562619254,0.1815207854,0.0898258851,0.1000000000,0.3345000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6720000000,0.2552719022,0.1808602390,0.0895237506,0.1000000000,0.3352000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6740000000,0.2542741486,0.1801938541,0.0892185313,0.1000000000,0.3359000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6760000000,0.2532686825,0.1795216403,0.0889102296,0.1000000000,0.3366000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6780000000,0.2522555218,0.1788436072,0.0885988482,0.1000000000,0.3373000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6800000000,0.2512346843,0.1781597643,0.0882843895,0.1000000000,0.3380000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6820000000,0.2502061875,0.1774701211,0.0879668560,0.1000000000,0.3387000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6840000000,0.2491700492,0.1767746871,0.0876462501,0.1000000000,0.3394000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6860000000,0.2481262871,0.1760734718,0.0873225744,0.1000000000,0.3401000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6880000000,0.2470749186,0.1753664845,0.0869958314,0.1000000000,0.3408000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6900000000,0.2460159612,0.1746537348,0.0866660235,0.1000000000,0.3415000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6920000000,0.2449494324,0.1739352320,0.0863331533,0.1000000000,0.3422000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6940000000,0.2438753496,0.1732109856,0.0859972232,0.1000000000,0.3429000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6960000000,0.2427937301,0.1724810048,0.0856582357,0.1000000000,0.3436000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.6980000000,0.2417045912,0.1717452990,0.0853161932,0.1000000000,0.3443000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7000000000,0.2406079501,0.1710038776,0.0849710983,0.1000000000,0.3450000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7020000000,0.2395038240,0.1702567499,0.0846229533,0.1000000000,0.3457000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7040000000,0.2383922301,0.1695039251,0.0842717609,0.1000000000,0.3464000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7060000000,0.2372731854,0.1687454125,0.0839175234,0.1000000000,0.3471000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7080000000,0.2361467069,0.1679812213,0.0835602433,0.1000000000,0.3478000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7100000000,0.2350128116,0.1672113608,0.0831999230,0.1000000000,0.3485000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7120000000,0.2338715164,0.1664358402,0.0828365651,0.1000000000,0.3492000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7140000000,0.2327228381,0.1656546686,0.0824701719,0.1000000000,0.3499000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7160000000,0.2315667937,0.1648678552,0.0821007460,0.1000000000,0.3506000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7180000000,0.2304033999,0.1640754092,0.0817282897,0.1000000000,0.3513000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7200000000,0.2292326733,0.1632773397,0.0813528055,0.1000000000,0.3520000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7220000000,0.2280546306,0.1624736558,0.0809742959,0.1000000000,0.3527000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7240000000,0.2268692885,0.1616643666,0.0805927633,0.1000000000,0.3534000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7260000000,0.2256766635,0.1608494810,0.0802082101,0.1000000000,0.3541000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7280000000,0.2244767722,0.1600290083,0.0798206388,0.1000000000,0.3548000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7300000000,0.2232696309,0.1592029574,0.0794300518,0.1000000000,0.3555000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7320000000,0.2220552561,0.1583713373,0.0790364515,0.1000000000,0.3562000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7340000000,0.2208336642,0.1575341570,0.0786398404,0.1000000000,0.3569000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7360000000,0.2196048714,0.1566914255,0.0782402209,0.1000000000,0.3576000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7380000000,0.2183688941,0.1558431516,0.0778375954,0.1000000000,0.3583000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7400000000,0.2171257485,0.1549893445,0.0774319663,0.1000000000,0.3590000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7420000000,0.2158754507,0.1541300129,0.0770233360,0.1000000000,0.3597000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7440000000,0.2146180168,0.1532651657,0.0766117070,0.1000000000,0.3604000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7460000000,0.2133534629,0.1523948119,0.0761970817,0.1000000000,0.3611000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7480000000,0.2120818051,0.1515189602,0.0757794624,0.1000000000,0.3618000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7500000000,0.2108030593,0.1506376196,0.0753588517,0.1000000000,0.3625000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7520000000,0.2095172414,0.1497507987,0.0749352518,0.1000000000,0.3632000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7540000000,0.2082243673,0.1488585065,0.0745086652,0.1000000000,0.3639000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7560000000,0.2069244529,0.1479607517,0.0740790943,0.1000000000,0.3646000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7580000000,0.2056175138,0.1470575430,0.0736465415,0.1000000000,0.3653000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7600000000,0.2043035660,0.1461488893,0.0732110092,0.1000000000,0.3660000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7620000000,0.2029826250,0.1452347991,0.0727724997,0.1000000000,0.3667000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7640000000,0.2016547065,0.1443152813,0.0723310155,0.1000000000,0.3674000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7660000000,0.2003198261,0.1433903445,0.0718865590,0.1000000000,0.3681000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7680000000,0.1989779993,0.1424599973,0.0714391324,0.1000000000,0.3688000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7700000000,0.1976292416,0.1415242484,0.0709887383,0.1000000000,0.3695000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7720000000,0.1962735686,0.1405831065,0.0705353790,0.1000000000,0.3702000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7740000000,0.1949109956,0.1396365802,0.0700790568,0.1000000000,0.3709000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7760000000,0.1935415379,0.1386846780,0.0696197742,0.1000000000,0.3716000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7780000000,0.1921652109,0.1377274085,0.0691575335,0.1000000000,0.3723000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7800000000,0.1907820300,0.1367647803,0.0686923370,0.1000000000,0.3730000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7820000000,0.1893920102,0.1357968019,0.0682241872,0.1000000000,0.3737000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7840000000,0.1879951667,0.1348234818,0.0677530864,0.1000000000,0.3744000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7860000000,0.1865915149,0.1338448286,0.0672790370,0.1000000000,0.3751000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7880000000,0.1851810696,0.1328608507,0.0668020413,0.1000000000,0.3758000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7900000000,0.1837638460,0.1318715565,0.0663221017,0.1000000000,0.3765000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7920000000,0.1823398590,0.1308769546,0.0658392205,0.1000000000,0.3772000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7940000000,0.1809091237,0.1298770534,0.0653534001,0.1000000000,0.3779000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7960000000,0.1794716550,0.1288718612,0.0648646428,0.1000000000,0.3786000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.7980000000,0.1780274677,0.1278613865,0.0643729510,0.1000000000,0.3793000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8000000000,0.1765765766,0.1268456376,0.0638783270,0.1000000000,0.3800000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8020000000,0.1751189965,0.1258246229,0.0633807732,0.1000000000,0.3807000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8040000000,0.1736547423,0.1247983507,0.0628802919,0.1000000000,0.3814000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8060000000,0.1721838285,0.1237668294,0.0623768854,0.1000000000,0.3821000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8080000000,0.1707062698,0.1227300673,0.0618705561,0.1000000000,0.3828000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8100000000,0.1692220809,0.1216880726,0.0613613062,0.1000000000,0.3835000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8120000000,0.1677312763,0.1206408537,0.0608491383,0.1000000000,0.3842000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8140000000,0.1662338706,0.1195884187,0.0603340544,0.1000000000,0.3849000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8160000000,0.1647298782,0.1185307759,0.0598160571,0.1000000000,0.3856000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8180000000,0.1632193136,0.1174679336,0.0592951485,0.1000000000,0.3863000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8200000000,0.1617021911,0.1163998999,0.0587713311,0.1000000000,0.3870000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8220000000,0.1601785251,0.1153266830,0.0582446070,0.1000000000,0.3877000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8240000000,0.1586483301,0.1142482910,0.0577149788,0.1000000000,0.3884000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8260000000,0.1571116201,0.1131647323,0.0571824486,0.1000000000,0.3891000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8280000000,0.1555684095,0.1120760147,0.0566470187,0.1000000000,0.3898000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8300000000,0.1540187124,0.1109821466,0.0561086915,0.1000000000,0.3905000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8320000000,0.1524625430,0.1098831359,0.0555674693,0.1000000000,0.3912000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8340000000,0.1508999155,0.1087789908,0.0550233544,0.1000000000,0.3919000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8360000000,0.1493308438,0.1076697193,0.0544763491,0.1000000000,0.3926000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8380000000,0.1477553420,0.1065553295,0.0539264556,0.1000000000,0.3933000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8400000000,0.1461734241,0.1054358293,0.0533736762,0.1000000000,0.3940000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8420000000,0.1445851040,0.1043112269,0.0528180134,0.1000000000,0.3947000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8440000000,0.1429903957,0.1031815302,0.0522594693,0.1000000000,0.3954000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8460000000,0.1413893130,0.1020467472,0.0516980462,0.1000000000,0.3961000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8480000000,0.1397818697,0.1009068858,0.0511337464,0.1000000000,0.3968000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8500000000,0.1381680796,0.0997619540,0.0505665722,0.1000000000,0.3975000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8520000000,0.1365479565,0.0986119598,0.0499965259,0.1000000000,0.3982000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8540000000,0.1349215141,0.0974569110,0.0494236098,0.1000000000,0.3989000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8560000000,0.1332887660,0.0962968156,0.0488478261,0.1000000000,0.3996000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8580000000,0.1316497258,0.0951316814,0.0482691771,0.1000000000,0.4003000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8600000000,0.1300044072,0.0939615162,0.0476876650,0.1000000000,0.4010000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8620000000,0.1283528237,0.0927863280,0.0471032922,0.1000000000,0.4017000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8640000000,0.1266949889,0.0916061246,0.0465160609,0.1000000000,0.4024000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8660000000,0.1250309160,0.0904209138,0.0459259734,0.1000000000,0.4031000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8680000000,0.1233606188,0.0892307033,0.0453330319,0.1000000000,0.4038000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8700000000,0.1216841104,0.0880355010,0.0447372387,0.1000000000,0.4045000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8720000000,0.1200014042,0.0868353147,0.0441385960,0.1000000000,0.4052000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8740000000,0.1183125137,0.0856301520,0.0435371061,0.1000000000,0.4059000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8760000000,0.1166174520,0.0844200207,0.0429327712,0.1000000000,0.4066000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8780000000,0.1149162324,0.0832049286,0.0423255936,0.1000000000,0.4073000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8800000000,0.1132088681,0.0819848833,0.0417155756,0.1000000000,0.4080000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8820000000,0.1114953723,0.0807598926,0.0411027194,0.1000000000,0.4087000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8840000000,0.1097757581,0.0795299641,0.0404870271,0.1000000000,0.4094000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8860000000,0.1080500386,0.0782951054,0.0398685012,0.1000000000,0.4101000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8880000000,0.1063182268,0.0770553242,0.0392471437,0.1000000000,0.4108000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8900000000,0.1045803357,0.0758106281,0.0386229570,0.1000000000,0.4115000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8920000000,0.1028363784,0.0745610248,0.0379959432,0.1000000000,0.4122000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8940000000,0.1010863678,0.0733065217,0.0373661046,0.1000000000,0.4129000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8960000000,0.0993303167,0.0720471266,0.0367334435,0.1000000000,0.4136000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.8980000000,0.0975682381,0.0707828469,0.0360979619,0.1000000000,0.4143000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9000000000,0.0958001448,0.0695136902,0.0354596623,0.1000000000,0.4150000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9020000000,0.0940260496,0.0682396641,0.0348185467,0.1000000000,0.4157000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9040000000,0.0922459652,0.0669607760,0.0341746175,0.1000000000,0.4164000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9060000000,0.0904599043,0.0656770334,0.0335278767,0.1000000000,0.4171000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9080000000,0.0886678797,0.0643884439,0.0328783267,0.1000000000,0.4178000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9100000000,0.0868699040,0.0630950149,0.0322259696,0.1000000000,0.4185000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9120000000,0.0850659898,0.0617967538,0.0315708077,0.1000000000,0.4192000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9140000000,0.0832561498,0.0604936681,0.0309128432,0.1000000000,0.4199000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9160000000,0.0814403963,0.0591857652,0.0302520782,0.1000000000,0.4206000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9180000000,0.0796187420,0.0578730525,0.0295885150,0.1000000000,0.4213000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9200000000,0.0777911993,0.0565555375,0.0289221557,0.1000000000,0.4220000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9220000000,0.0759577807,0.0552332274,0.0282530026,0.1000000000,0.4227000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9240000000,0.0741184985,0.0539061297,0.0275810578,0.1000000000,0.4234000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9260000000,0.0722733652,0.0525742516,0.0269063236,0.1000000000,0.4241000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9280000000,0.0704223930,0.0512376006,0.0262288022,0.1000000000,0.4248000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9300000000,0.0685655943,0.0498961839,0.0255484956,0.1000000000,0.4255000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9320000000,0.0667029814,0.0485500089,0.0248654062,0.1000000000,0.4262000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9340000000,0.0648345663,0.0471990828,0.0241795360,0.1000000000,0.4269000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9360000000,0.0629603615,0.0458434129,0.0234908874,0.1000000000,0.4276000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9380000000,0.0610803790,0.0444830065,0.0227994623,0.1000000000,0.4283000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9400000000,0.0591946309,0.0431178707,0.0221052632,0.1000000000,0.4290000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9420000000,0.0573031293,0.0417480129,0.0214082920,0.1000000000,0.4297000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9440000000,0.0554058864,0.0403734402,0.0207085510,0.1000000000,0.4304000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9460000000,0.0535029141,0.0389941599,0.0200060423,0.1000000000,0.4311000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9480000000,0.0515942244,0.0376101791,0.0193007681,0.1000000000,0.4318000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9500000000,0.0496798292,0.0362215049,0.0185927307,0.1000000000,0.4325000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9520000000,0.0477597406,0.0348281447,0.0178819320,0.1000000000,0.4332000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9540000000,0.0458339704,0.0334301054,0.0171683744,0.1000000000,0.4339000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9560000000,0.0439025305,0.0320273942,0.0164520599,0.1000000000,0.4346000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9580000000,0.0419654326,0.0306200182,0.0157329907,0.1000000000,0.4353000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9600000000,0.0400226886,0.0292079845,0.0150111690,0.1000000000,0.4360000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9620000000,0.0380743102,0.0277913003,0.0142865969,0.1000000000,0.4367000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9640000000,0.0361203093,0.0263699725,0.0135592766,0.1000000000,0.4374000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9660000000,0.0341606974,0.0249440082,0.0128292102,0.1000000000,0.4381000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
0.9680000000,0.0321954862,0.0235134145,0.0120963999,0.1000000000,0.4388000000,0.4477477442,0.4639363624,0.4826524102,0.3135135345,0.2163818257,0.1040855389
