z,c,G_E,G_L,platform_interval_width
0.5,1.085,1.541124404777305,3.1293185767433656,1.5881941719660606
0.5,1.08625,1.5495383724592222,3.1420623531602323,1.59252398070101
0.5,1.0875000000000001,1.557945266607156,3.154793713166447,1.596848446559291
0.5,1.08875,1.5663450991044046,3.167512681381546,1.6011675822771416
0.5,1.09,1.5747378818043556,3.1802192823507394,1.6054814005463838
0.5,1.09125,1.583123626530564,3.1929135405452147,1.6097899140146508
0.5,1.0925,1.5915023450768784,3.2055954803624256,1.6140931352855472
0.5,1.09375,1.5998740492075127,3.218265126126411,1.618391076918898
0.5,1.095,1.608238750657175,3.2309225020880703,1.6226837514308954
0.5,1.09625,1.6165964611311336,3.2435676324254854,1.6269711712943518
0.5,1.0975,1.6249471923053507,3.2562005412441897,1.631253348938839
0.5,1.0987500000000001,1.6332909558265472,3.2688212525774887,1.6355302967509415
0.5,1.1,1.6416277633123204,3.2814297903867256,1.6398020270744051
0.5,1.10125,1.64995762635124,3.29402617856159,1.64406855221035
0.5,1.1025,1.6582805565029317,3.3066104409204082,1.6483298844174765
0.5,1.10375,1.6665965652981927,3.319182601210414,1.6525860359122213
0.5,1.105,1.674905664239066,3.331742683108055,1.6568370188689892
0.5,1.10625,1.6832078647989572,3.3442907102192585,1.6610828454203013
0.5,1.1075,1.6915031784227101,3.3568267060797394,1.6653235276570293
0.5,1.1087500000000001,1.6997916165267188,3.3693506941552527,1.6695590776285338
0.5,1.11,1.7080731904990074,3.3818626978418926,1.6737895073428852
0.5,1.11125,1.7163479116993305,3.394362740466375,1.6780148287670444
0.5,1.1125,1.7246157914592721,3.4068508452862973,1.6822350538270252
0.5,1.11375,1.7328768410823256,3.4193270354904377,1.686450194408112
0.5,1.115,1.7411310718440018,3.431791334199001,1.690660262354999
0.5,1.11625,1.7493784949919042,3.4442437644639288,1.6948652694720245
0.5,1.1175,1.7576191217458392,3.456684349269134,1.699065227523295
0.5,1.1187500000000001,1.7658529632978934,3.4691131115308025,1.703260148232909
0.5,1.12,1.774080030812526,3.481530074097641,1.7074500432851152
0.5,1.12125,1.7823003354266764,3.4939352597511513,1.7116349243244748
0.5,1.1225,1.7905138882498262,3.506328691205913,1.7158148029560867
0.5,1.12375,1.7987207003641201,3.518710391109818,1.7199896907456977
0.5,1.125,1.8069207828244254,3.5310803820443657,1.7241595992199403
0.5,1.12625,1.8151141466584502,3.5434386865249,1.72832453986645
0.5,1.1275,1.823300802866809,3.555785327000895,1.732484524134086
0.5,1.12875,1.831480762423127,3.5681203258561878,1.7366395634330607
0.5,1.1300000000000001,1.8396540362741187,3.580443705409264,1.7407896691351454
0.5,1.13125,1.8478206353396769,3.592755487913501,1.7449348525738242
0.5,1.1325,1.8559805705129715,3.605055695557415,1.7490751250444434
0.5,1.13375,1.8641338526605171,3.617344350464946,1.753210497804429
0.5,1.135,1.8722804926222818,3.6296214746956776,1.7573409820733958
0.5,1.13625,1.8804205012117508,3.641887090245116,1.7614665890333652
0.5,1.1375,1.8885538892160356,3.6541412190449183,1.7655873298288827
0.5,1.13875,1.8966806673959369,3.6663838829631685,1.7697032155672316
0.5,1.1400000000000001,1.9048008464860544,3.6786151038046007,1.7738142573185463
0.5,1.14125,1.9129144371948479,3.6908349033108565,1.7779204661160086
0.5,1.1425,1.9210214502047345,3.703043303160744,1.7820218529560097
0.5,1.14375,1.9291218961721794,3.715240324970462,1.7861184287982828
0.5,1.145,1.9372157857277639,3.7274259902938573,1.7902102045660935
0.5,1.14625,1.9453031294762828,3.73960032062266,1.794297191146377
0.5,1.1475,1.9533839379968163,3.751763337386735,1.7983793993899186
0.5,1.14875,1.9614582218428287,3.7639150619543034,1.8024568401114747
0.5,1.1500000000000001,1.9695259915422307,3.7760555156322138,1.806529524089983
0.5,1.15125,1.9775872575974756,3.7881847196661376,1.810597462068662
0.5,1.1525,1.9856420304856457,3.8003026952408425,1.8146606647551968
0.5,1.15375,1.9936903206585141,3.8124094634804138,1.8187191428218996
0.5,1.155,2.001732138542651,3.824505045448481,1.8227729069058296
0.5,1.15625,2.009767494539483,3.8365894621484706,1.8268219676089879
0.5,1.1575,2.0177963990253884,3.848662734523813,1.8308663354984245
0.5,1.15875,2.025818862351767,3.860724883458205,1.834906021106438
0.5,1.16,2.0338348948451332,3.872775929775804,1.838941034930671
0.5,1.1612500000000001,2.0418445068071818,3.8848158942414908,1.842971387434309
0.5,1.1625,2.0498477085148714,3.896844797561072,1.8469970890462006
0.5,1.16375,2.057844510220516,3.9088626603815153,1.8510181501609995
0.5,1.165,2.0658349221518413,3.920869503291186,1.855034581139345
0.5,1.16625,2.0738189545120873,3.932865346820049,1.8590463923079619
0.5,1.1675,2.0817966174800624,3.9448502114399173,1.863053593959855
0.5,1.16875,2.089767921210247,3.9568241175646475,1.8670561963544006
0.5,1.17,2.0977328758328415,3.9687870855503893,1.8710542097175478
0.5,1.1712500000000001,2.105691491453878,3.9807391356957806,1.8750476442419028
0.5,1.1725,2.1136437781552626,3.992680288242178,1.8790365100869155
0.5,1.17375,2.121589745994875,4.004610563373883,1.8830208173790082
0.5,1.175,2.1295294050066413,4.016529981218335,1.887000576211694
0.5,1.17625,2.137462765200598,4.028438561846363,1.8909757966457645
0.5,1.1775,2.145389836562989,4.040336325272358,1.8949464887093694
0.5,1.17875,2.153310629056313,4.052223291454526,1.8989126623982129
0.5,1.18,2.161225152619431,4.064099480295069,1.9028743276756384
0.5,1.1812500000000001,2.1691334171676107,4.075964911640424,1.9068314944728137
0.5,1.1825,2.1770354325926182,4.087819605281455,1.9107841726888366
0.5,1.18375,2.1849312087627957,4.099663580953663,1.914732372190867
0.5,1.185,2.1928207555231145,4.111496858337414,1.9186761028142998
0.5,1.18625,2.2007040826952813,4.1233194570581215,1.9226153743628402
0.5,1.1875,2.208581200077772,4.135131396686476,1.9265501966087042
0.5,1.18875,2.2164521174459444,4.146932696738626,1.930480579292682
0.5,1.19,2.224316844552077,4.158723376676415,1.9344065321243376
0.5,1.19125,2.232175391125469,4.170503455907549,1.93832806478208
0.5,1.1925000000000001,2.2400277668724913,4.182272953785835,1.9422451869133441
0.5,1.19375,2.2478739814766686,4.194031889611354,1.9461579081346856
0.5,1.195,2.2557140445987565,4.205780282630675,1.9500662380319187
0.5,1.19625,2.2635479658767954,4.21751815203706,1.953970186160265
0.5,1.1975,2.271375754926205,4.229245516970649,1.957869762044444
0.5,1.19875,2.2791974213398296,4.240962396518677,1.9617649751788475
0.5,1.2,2.2870129746880323,4.252668809715648,1.9656558350276159
0.5,1.20125,2.2948224245187445,4.264364775543554,1.9695423510248098
0.5,1.2025000000000001,2.3026257803575567,4.276050312932056,1.9734245325744992
0.5,1.20375,2.310423051707769,4.2877254407586785,1.9773023890509096
0.5,1.205,2.3182142480504675,4.299390177849018,1.9811759297985505
0.5,1.20625,2.325999378844606,4.31104454297691,1.9850451641323046
0.5,1.2075,2.33377845352705,4.322688554864653,1.9889101013376034
0.5,1.20875,2.3415514815126706,4.334322232183167,1.9927707506704966
0.5,1.21,2.349318472194392,4.3459455935522096,1.9966271213578177
0.5,1.21125,2.357079434943277,4.357558657540544,2.0004792225972667
0.5,1.2125000000000001,2.3648343791085824,4.36916144266615,2.0043270635575676
0.5,1.21375,2.3725833140178287,4.380753967396385,2.008170653378556
0.5,1.215,2.3803262489768766,4.392336250148188,2.012010001171311
0.5,1.21625,2.388063193269978,4.40390830928827,2.015845116018292
0.5,1.2175,2.395794156159863,4.4154701631332784,2.0196760069734156
0.5,1.21875,2.403519146887784,4.427021829950003,2.023502683062219
0.5,1.22,2.4112381746736036,4.438563327955534,2.0273251532819305
0.5,1.22125,2.418951248715841,4.450094675317477,2.0311434266016355
0.5,1.2225,2.426658378191756,4.461615890154097,2.0349575119623413
0.5,1.2237500000000001,2.4343595722574003,4.473126990534538,2.0387674182771374
0.5,1.225,2.442054840047684,4.484627994478967,2.0425731544312833
0.5,1.22625,2.449744190676457,4.49611891995877,2.0463747292823125
0.5,1.2275,2.4574276332365477,4.507599784896736,2.0501721516601883
0.5,1.22875,2.465105176799855,4.519070607167218,2.053965430367363
0.5,1.23,2.4727768304173856,4.53053140459633,2.057754574178944
0.5,1.23125,2.4804426031193425,4.541982194962096,2.0615395918427537
0.5,1.2325,2.4881025039151656,4.5534229959946515,2.065320492079486
0.5,1.2337500000000001,2.4957565417936234,4.564853825376398,2.0690972835827743
0.5,1.235,2.503404725722845,4.5762747007421805,2.0728699750193353
0.5,1.23625,2.5110470646504024,4.587685639679476,2.0766385750290737
0.5,1.2375,2.5186835675033765,4.599086659728537,2.080403092225161
0.5,1.23875,2.5263142431884016,4.610477778382591,2.084163535194189
0.5,1.24,2.5339391005917475,4.62185901308798,2.0879199124962327
0.5,1.24125,2.5415581485793646,4.633230381244367,2.0916722326650024
0.5,1.2425,2.5491713959969617,4.6445919002048655,2.0954205042079037
0.5,1.2437500000000001,2.556778851670054,4.655943587276238,2.099164735606184
0.5,1.245,2.564380524404028,4.667285459719042,2.102904935315014
0.5,1.24625,2.571976422984215,4.678617534747809,2.1066411117635937
0.5,1.2475,2.5795665561759282,4.68993982953121,2.1103732733552816
0.5,1.24875,2.58715093272455,4.7012523611922035,2.1141014284676536
0.5,1.25,2.5947295613555674,4.712555146808229,2.1178255854526613
0.5,1.25125,2.602302450774657,4.723848203411335,2.121545752636678
0.5,1.2525,2.609869609667718,4.735131547988376,2.1252619383206586
0.5,1.25375,2.6174310467009607,4.746405197481143,2.128974150780182
0.5,1.2550000000000001,2.62498677052094,4.7576691687865535,2.1326823982656133
0.5,1.25625,2.632536789754629,4.768923478756786,2.1363866890021574
0.5,1.2575,2.6400811130094826,4.780168144199453,2.1400870311899705
0.5,1.25875,2.647619748873477,4.791403181877768,2.1437834330042906
0.5,1.26,2.6551527059151954,4.802628608510677,2.1474759025954815
0.5,1.26125,2.662679992683856,4.813844440773049,2.151164448089193
0.5,1.2625,2.6702016177093983,4.825050695295802,2.154849077586404
0.5,1.26375,2.6777175895025183,4.836247388666086,2.158529799163568
0.5,1.2650000000000001,2.685227916554748,4.847434537427416,2.1622066208726682
0.5,1.26625,2.6927326073384905,4.858612158079836,2.1658795507413457
0.5,1.2675,2.700231670307093,4.869780267080081,2.169548596772988
0.5,1.26875,2.7077251138949037,4.880938880841712,2.1732137669468083
0.5,1.27,2.7152129465173127,4.892088015735292,2.1768750692179797
0.5,1.27125,2.722695176570836,4.903227688088508,2.180532511517672
0.5,1.2725,2.7301718124331407,4.914357914186354,2.1841861017532134
0.5,1.27375,2.7376428624631286,4.925478710271256,2.1878358478081275
0.5,1.2750000000000001,2.7451083350009755,4.9365900925432395,2.191481757542264
0.5,1.27625,2.752568238368188,4.947692077160067,2.195123838791879
0.5,1.2775,2.760022580867675,4.958784680237385,2.19876209936971
0.5,1.27875,2.7674713707837792,4.969867917848894,2.2023965470651143
0.5,1.28,2.774914616382352,4.980941806026461,2.206027189644109
0.5,1.28125,2.782352325910798,4.992006360760304,2.2096540348495064
0.5,1.2825,2.7897845075981342,5.003061597999098,2.2132770904009638
0.5,1.28375,2.797211169655042,5.014107533650158,2.216896363995116
0.5,1.285,2.804632320273927,5.0251441835795525,2.2205118633056253
0.5,1.2862500000000001,2.8120479676289634,5.036171563612275,2.224123595983311
0.5,1.2875,2.8194581198761544,5.047189689532362,2.227731569656208
0.5,1.28875,2.826862785153393,5.05819857708305,2.2313357919296566
0.5,1.29,2.834261971580497,5.069198241966922,2.234936270386425
0.5,1.29125,2.8416556872592844,5.080188699846031,2.238533012586746
0.5,1.2925,2.8490439402736056,5.091169966342062,2.2421260260684566
0.5,1.29375,2.8564267386894158,5.102142057036455,2.2457153183470395
0.5,1.295,2.863804090554811,5.113104987470558,2.2493008969157464
0.5,1.2962500000000001,2.871176003900095,5.124058773145754,2.2528827692456592
0.5,1.2975,2.8785424867378184,5.1350034295236044,2.256460942785786
0.5,1.29875,2.8859035470628402,5.145938972025993,2.260035424963153
0.5,1.3,2.893259192852381,5.156865416035253,2.263606223182872
0.5,1.30125,2.9006094320660636,5.167782776894315,2.2671733448282514
0.5,1.3025,2.907954272645981,5.178691069906825,2.270736797260844
0.5,1.30375,2.9152937225167284,5.189590310337303,2.274296587820575
0.5,1.305,2.9226277895854778,5.200480513411256,2.2778527238257786
0.5,1.3062500000000001,2.929956481742005,5.211361694315332,2.2814052125733264
0.5,1.3075,2.9372798068587573,5.222233868197436,2.2849540613386785
0.5,1.30875,2.9445977727908996,5.233097050166868,2.2884992773759683
0.5,1.31,2.9519103873763606,5.243951255294474,2.292040867918113
0.5,1.31125,2.9592176584358936,5.254796498612743,2.2955788401768493
0.5,1.3125,2.9665195937731084,5.265632795115973,2.299113201342865
0.5,1.31375,2.973816201174547,5.276460159760375,2.302643958585828
0.5,1.315,2.9811074884097075,5.287278607464228,2.3061711190545204
0.5,1.31625,2.9883934632311138,5.298088153107978,2.309694689876864
0.5,1.3175000000000001,2.9956741333743513,5.308888811534402,2.3132146781600507
0.5,1.31875,3.00294950655812,5.319680597548707,2.3167310909905874
0.5,1.32,3.0102195904842937,5.330463525918673,2.3202439354343793
0.5,1.32125,3.017484392837951,5.34123761137478,2.3237532185368286
0.5,1.3225,3.0247439212874427,5.35200286861033,2.3272589473228873
0.5,1.32375,3.0319981834844207,5.362759312281578,2.3307611287971572
0.5,1.325,3.0392471870639075,5.3735069570078515,2.334259769943944
0.5,1.32625,3.0464909396443236,5.384245817371688,2.337754877727364
0.5,1.3275000000000001,3.0537294488275553,5.394975907918941,2.341246459091386
0.5,1.32875,3.060962722198987,5.405697243158918,2.344734520959931
0.5,1.33,3.068190767327552,5.416409837564507,2.348219070236955
0.5,1.33125,3.0754135917657925,5.427113705572287,2.3517001138064946
0.5,1.3325,3.0826312030498877,5.4378088615826625,2.355177658532775
0.5,1.33375,3.0898436086997196,5.448495319959972,2.358651711260252
0.5,1.335,3.0970508162189003,5.459173095032629,2.3621222788137284
0.5,1.33625,3.104252833094841,5.469842201093219,2.3655893679983784
0.5,1.3375000000000001,3.1114496667987783,5.48050265239865,2.369052985599872
0.5,1.33875,3.1186413247858327,5.491154463170239,2.3725131383844063
0.5,1.34,3.125827814495053,5.501797647593855,2.375969833098802
0.5,1.34125,3.1330091433494593,5.512432219820035,2.3794230764705753
0.5,1.3425,3.1401853187560964,5.523058193964087,2.382872875207991
0.5,1.34375,3.1473563481060625,5.533675584106239,2.386319236000176
0.5,1.345,3.154522238774582,5.544284404291712,2.3897621655171304
0.5,1.34625,3.161682998121021,5.554884668530888,2.393201670409867
0.5,1.3475,3.1688386334889587,5.565476390799381,2.396637757310422
0.5,1.3487500000000001,3.175989152206216,5.576059585038184,2.400070432831968
0.5,1.35,3.1831345615849025,5.586634265153771,2.4034997035688686
0.5,1.35125,3.190274868921475,5.597200445018206,2.4069255760967314
0.5,1.3525,3.1974100814967565,5.607758138469281,2.4103480569725244
0.5,1.35375,3.204540206576013,5.6183073593106005,2.4137671527345876
0.5,1.355,3.2116652514089665,5.628848121311724,2.4171828699027573
0.5,1.35625,3.2187852232298644,5.63938043820825,2.420595214978386
0.5,1.3575,3.2259001292575045,5.649904323701957,2.4240041944444526
0.5,1.3587500000000001,3.233009976695294,5.660419791460894,2.4274098147656002
0.5,1.36,3.2401147727312813,5.670926855119498,2.430812082388216
0.5,1.36125,3.247214524538205,5.68142552827872,2.4342110037405154
0.5,1.3625,3.2543092392735433,5.691915824506111,2.437606585232568
0.5,1.36375,3.261398924079542,5.702397757335956,2.440998833256414
0.5,1.365,3.2684835860832777,5.712871340269358,2.4443877541860806
0.5,1.36625,3.2755632323966766,5.723336586774379,2.4477733543777025
0.5,1.3675,3.2826378701165835,5.733793510286118,2.4511556401695342
0.5,1.3687500000000001,3.2897075063247843,5.7442421242068455,2.4545346178820613
0.5,1.37,3.296772148088054,5.754682441906091,2.457910293818037
0.5,1.37125,3.3038318024582085,5.765114476720763,2.4612826742625544
0.5,1.3725,3.310886476472131,5.775538241955253,2.464651765483122
0.5,1.37375,3.317936177151831,5.785953750881538,2.4680175737297074
0.5,1.375,3.324980911504467,5.796361016739302,2.4713801052348345
0.5,1.37625,3.33202068652241,5.806760052736011,2.474739366213601
0.5,1.3775,3.3390555091832637,5.817150872047056,2.478095362863792
0.5,1.37875,3.346085386449927,5.827533487815831,2.481448101365904
0.5,1.3800000000000001,3.3531103252706145,5.83790791315385,2.4847975878832353
0.5,1.38125,3.360130332578912,5.848274161140845,2.488143828561933
0.5,1.3825,3.367145415293817,5.858632244824867,2.49148682953105
0.5,1.38375,3.374155580319767,5.86898217722241,2.494826596902643
0.5,1.385,3.381160834546702,5.879323971318479,2.4981631367717774
0.5,1.38625,3.388161184850077,5.889657640066732,2.501496455216655
0.5,1.3875,3.3951566380909335,5.89998319638954,2.5048265582986065
0.5,1.38875,3.4021472011159113,5.910300653178131,2.5081534520622193
0.5,1.3900000000000001,3.4091328807573125,5.920610023292655,2.5114771425353424
0.5,1.39125,3.4161136838331227,5.930911319562304,2.514797635729181
0.5,1.3925,3.4230896171470597,5.941204554785416,2.518114937638356
0.5,1.39375,3.430060687488619,5.9514897417295565,2.5214290542409374
0.5,1.395,3.4370269016330974,5.96176689313164,2.5247399914985422
0.5,1.39625,3.443988266341653,5.972036021698005,2.5280477553563525
0.5,1.3975,3.450944788361322,5.982297140104542,2.5313523517432204
0.5,1.39875,3.457896474425082,5.992550260996756,2.534653786571674
0.5,1.4000000000000001,3.4648433312518674,6.002795396989905,2.5379520657380374
0.5,1.40125,3.471785365546624,6.013032560669062,2.541247195122438
0.5,1.4025,3.4787225840003484,6.023261764589225,2.544539180588876
0.5,1.40375,3.4856549932901113,6.033483021275431,2.5478280279853194
0.5,1.405,3.49258260007912,6.043696343222819,2.551113743143699
0.5,1.40625,3.4995054110167274,6.053901742896755,2.554396331880028
0.5,1.4075,3.5064234327385035,6.06409923273291,2.5576757999944064
0.5,1.40875,3.5133366718662407,6.0742888251373675,2.560952153271127
0.5,1.41,3.5202451350080195,6.0844705324867006,2.564225397478681
0.5,1.4112500000000001,3.527148828758228,6.094644367128096,2.5674955383698674
0.5,1.4125,3.5340477596976037,6.1048103413794115,2.570762581681808
0.5,1.41375,3.5409419343932824,6.114968467529297,2.574026533136015
0.5,1.415,3.5478313593988164,6.125118757837283,2.5772873984384668
0.5,1.41625,3.554716041254233,6.1352612245338545,2.5805451832796216
0.5,1.4175,3.56159598648605,6.145395879820576,2.5837998933345263
0.5,1.41875,3.5684712016073328,6.155522735870154,2.587051534262821
0.5,1.42,3.575341693117715,6.165641804826546,2.5903001117088307
0.5,1.4212500000000001,3.582207467503451,6.175753098805044,2.5935456313015934
0.5,1.4225,3.589068531237439,6.185856629892366,2.596788098654927
0.5,1.42375,3.5959248907792594,6.1959524101467585,2.600027519367499
0.5,1.425,3.6027765525752242,6.206040451598063,2.6032638990228385
0.5,1.42625,3.609623523058398,6.216120766247833,2.6064972431894353
0.5,1.4275,3.616465808648641,6.226193366069402,2.6097275574207606
0.5,1.42875,3.6233034157526456,6.236258263007988,2.6129548472553425
0.5,1.43,3.6301363507639723,6.246315468980766,2.616179118216794
0.5,1.4312500000000001,3.636964620063081,6.256364995876981,2.6194003758139
0.5,1.4325,3.6437882300173716,6.266406855558009,2.6226186255406376
0.5,1.43375,3.6506071869812216,6.276441059857457,2.6258338728762354
0.5,1.435,3.6574214972960117,6.286467620581263,2.629046123285251
0.5,1.43625,3.664231167290177,6.2964865495077555,2.6322553822175787
0.5,1.4375,3.671036203279222,6.306497858387768,2.6354616551085464
0.5,1.43875,3.677836611565779,6.316501558944705,2.6386649473789263
0.5,1.44,3.6846323984396174,6.326497662874645,2.6418652644350273
0.5,1.4412500000000001,3.6914235701777063,6.336486181846404,2.645062611668698
0.5,1.4425000000000001,3.6982101330442236,6.346467127501647,2.6482569944574235
0.5,1.44375,3.7049920932906044,6.356440511454953,2.6514484181643487
0.5,1.445,3.711769457155582,6.366406345293911,2.654636888138329
0.5,1.44625,3.7185422308652,6.376364640579202,2.6578224097140017
0.5,1.4475,3.7253104206328747,6.386315408844672,2.661004988211797
0.5,1.44875,3.7320740326594,6.396258661597441,2.6641846289380413
0.5,1.45,3.738833073133011,6.406194410317952,2.6673613371849414
