scenario,z,G,nominal_effect,real_effect,nominal_income,real_income,regime
no_consumer_capture_gap,0.5,0.88,0.3249287186040429,0.5928445126715906,5.019651630649086,5.360814211207946,P
no_consumer_capture_gap,0.5,0.89,0.45945674283723137,0.727372536904779,10.30578862923926,11.006225572308708,L
no_consumer_capture_gap,0.5,0.9,0.46477010674748725,0.7326859008150349,10.354582783909516,11.058336040729076,L
no_consumer_capture_gap,0.5,0.91,0.470093465439036,0.7380092595065837,10.403670583561809,11.110760111827195,L
no_consumer_capture_gap,0.5,0.92,0.47542675652698346,0.7433425505945311,10.45305379536222,11.163499672875279,L
no_consumer_capture_gap,0.5,0.93,0.48076991770093436,0.748685711768482,10.502734197111714,11.21655662250323,L
no_consumer_capture_gap,0.5,0.9400000000000001,0.4861228867281999,0.7540386807957475,10.552713577310115,11.26993287076696,L
no_consumer_capture_gap,0.5,0.9500000000000001,0.4914856014569717,0.7594013955245194,10.60299373522051,11.32363033921717,L
no_consumer_capture_gap,0.5,0.96,0.49685799981946016,0.7647737938870078,10.653576480934012,11.377650960968522,L
no_consumer_capture_gap,0.5,0.97,0.5022400198350012,0.7701558139025488,10.704463635434935,11.431996680769243,L
no_consumer_capture_gap,0.5,0.98,0.5076315996131263,0.775547393680674,10.755657030666331,11.486669455071105,L
no_consumer_capture_gap,0.5,0.99,0.5130326773566005,0.7809484714241481,10.807158509595963,11.541671252099896,L
no_consumer_capture_gap,0.5,1.0,0.518443191364425,0.7863589854319726,10.85896992628263,11.597004051926241,L
no_consumer_capture_gap,0.5,1.01,0.5238630800348056,0.7917788741023533,10.911093145942925,11.652669846536911,L
no_consumer_capture_gap,0.5,1.02,0.5292922818680875,0.7972080759356353,10.963530045018395,11.708670639906531,L
no_consumer_capture_gap,0.5,1.03,0.5347307354696549,0.8026465295372025,11.016282511243062,11.765008448069704,L
no_consumer_capture_gap,0.5,1.04,0.5401783795527959,0.8080941736203435,11.06935244371141,11.821685299193607,L
no_consumer_capture_gap,0.5,1.05,0.5456351529415349,0.8135509470090825,11.12274175294674,11.878703233651008,L
no_consumer_capture_gap,0.5,1.06,0.5511009945734282,0.8190167886409758,11.17645236096995,11.936064304093703,L
no_consumer_capture_gap,0.5,1.07,0.5565758435023267,0.8244916375698743,11.230486201368729,11.993770575526419,L
no_consumer_capture_gap,0.5,1.08,0.5620596389011032,0.8299754329686508,11.284845219367167,12.051824125381163,L
no_consumer_capture_gap,0.5,1.09,0.5675523200643457,0.8354681141318934,11.339531371895783,12.110227043592,L
no_consumer_capture_gap,0.5,1.1,0.5730538264110169,0.8409696204785646,11.394546627661974,12.168981432670291,L
no_consumer_capture_gap,0.5,1.11,0.578564097487077,0.8464798915546248,11.44989296722089,12.228089407780391,L
no_consumer_capture_gap,0.5,1.12,0.5840830729680753,0.8519988670356229,11.505572383046735,12.287553096815788,L
no_consumer_capture_gap,0.5,1.1300000000000001,0.5896106926617037,0.8575264867292514,11.561586879604485,12.347374640475707,L
no_consumer_capture_gap,0.5,1.1400000000000001,0.5951468965103199,0.8630626905778676,11.617938473422072,12.407556192342179,L
no_consumer_capture_gap,0.5,1.1500000000000001,0.6006916245934318,0.8686074186609796,11.674629193162955,12.468099918957574,L
no_consumer_capture_gap,0.5,1.16,0.6062448171301518,0.8741606111976994,11.731661079699172,12.52900799990259,L
no_consumer_capture_gap,0.5,1.17,0.6118064144816134,0.8797222085491612,11.789036186184795,12.590282627874714,L
no_consumer_capture_gap,0.5,1.18,0.6173763571533558,0.8852921512209035,11.846756578129854,12.651926008767175,L
no_consumer_capture_gap,0.5,1.19,0.6229545857976732,0.8908703798652209,11.904824333474693,12.71394036174834,L
no_consumer_capture_gap,0.5,1.2,0.6285410412159299,0.8964568352834776,11.963241542664775,12.776327919341616,L
reverse_consumer_capture_gap,0.5,0.0,0.07336766115077976,0.3412834552183274,2.3353113855504937,2.494031734556042,0
reverse_consumer_capture_gap,0.5,0.01,0.07336766115077976,0.3412834552183274,2.3353113855504937,2.494031734556042,0
reverse_consumer_capture_gap,0.5,0.02,0.07336766115077976,0.3412834552183274,2.3353113855504937,2.494031734556042,0
reverse_consumer_capture_gap,0.5,0.03,0.07336766115077976,0.3412834552183274,2.3353113855504937,2.494031734556042,0
reverse_consumer_capture_gap,0.5,0.04,0.07336766115077976,0.3412834552183274,2.3353113855504937,2.494031734556042,0
reverse_consumer_capture_gap,0.5,0.05,0.07336766115077976,0.3412834552183274,2.3353113855504937,2.494031734556042,0
