vartheta,G,z,platform_share,nominal_income_effect,real_income_effect,nominal_income,real_income,nominal_income_index,real_income_index,consumer_price_index,regime
0.05,0.17801073614096374,0.87,0.9540396913820465,0.24965940817125892,0.5835733001549752,3.4778509136227678,4.163079869442518,1.7367490074094243,2.1191117665200125,0.5981999014882313,P
0.05,0.17801073614096374,0.8775,0.9556562756392364,0.25265064733052056,0.5871303438042532,3.484408351105076,4.181396793349391,1.740023622486781,2.1284355388700025,0.5939312590568296,P
0.05,0.17801073614096374,0.885,0.9572185487738638,0.25556682379901424,0.5905933158698666,3.4910554842867967,4.199904863807266,1.7433430292820098,2.1378566095947673,0.5896860479510027,P
0.05,0.17801073614096374,0.8925,0.9587281585112604,0.25840980257555246,0.5939646580544935,3.4977908343878235,4.218602965761846,1.7467064893304822,2.1473744111037854,0.5854644363805386,P
0.05,0.17801073614096374,0.8999999999999999,0.9601867149290333,0.26118143567349256,0.5972467858986542,3.504612963198024,4.237490032094405,1.750113284427168,2.1569884002069366,0.5812665783620865,P
0.05,0.17801073614096374,0.9075,0.9615957904162425,0.2638835593261525,0.6004420859718373,3.511520472744331,4.256565043438759,1.75356271646039,2.1666980580213417,0.5770926142374707,P
0.05,0.17801073614096374,0.9149999999999999,0.9629569197144808,0.2665179914595059,0.6035529133595742,3.5185120049071834,4.275827027939738,1.757054107220282,2.176502889848413,0.5729426711808601,P
0.05,0.17801073614096374,0.9225,0.9642716000341397,0.26908652941696654,0.6065815894289155,3.5255862409913674,4.295275060958346,1.760586798184481,2.1864024250237786,0.5688168636944944,P
0.05,0.17801073614096374,0.9299999999999999,0.9655412912394746,0.2715909479214657,0.6095303998552818,3.5327419012559838,4.314908264728559,1.764160150283403,2.19639621674258,0.5647152940927331,P
0.05,0.17801073614096374,0.9375,0.9667674160964091,0.27403299726045977,0.6124015928942029,3.5399777444079734,4.334725807970359,1.7677735436473232,2.206483841862499,0.5606380529742376,P
0.05,0.17801073614096374,0.945,0.9679513605773364,0.2764144016799693,0.615197377882037,3.5472925670633697,4.35472690546341,1.7714263773373395,2.216664900686747,0.5565852196821555,P
0.05,0.17801073614096374,0.9525,0.9690944742174943,0.2787368579742369,0.6179199239503599,3.554685203180159,4.374910817585468,1.7751180690621577,2.2269390167291054,0.5525568627522169,P
0.05,0.17801073614096374,0.96,0.9701980705177978,0.28100203425810316,0.6205713589393325,3.5621545234663756,4.395276849819365,1.7788480548825094,2.237305836462967,0.5485530403486938,P
0.05,0.17801073614096374,0.9674999999999999,0.9712634273893133,0.2832115689097121,0.6231537684959717,3.569699434766823,4.415824352232227,1.782615788904896,2.247765029056244,0.5445738006882127,P
0.05,0.17801073614096374,0.975,0.9722917876348479,0.28536706967168757,0.6256691953438843,3.5773188794315565,4.43655271893027,1.786420742966225,2.2583162860938484,0.5406191824514459,P
0.05,0.17801073614096374,0.9824999999999999,0.9732843594634157,0.41216137466082264,0.7528109004730181,7.42427673287045,9.23105094013807,3.7074922320676063,4.698835784577856,0.5366892151827356,L
0.05,0.17801073614096374,0.99,0.9742423170336054,0.41401452862749444,0.7549993395892562,7.447314231772135,9.283394169395748,3.7189965645834064,4.725479797303092,0.5327839196777346,L
0.05,0.17801073614096374,0.9974999999999999,0.975166801022145,0.4158176764427347,0.7571260568004854,7.470525637585906,9.336185267086906,3.7305877417237894,4.75235178626155,0.5289033083591732,L
0.05,0.17801073614096374,1.005,0.9760589192142043,0.41757230233532866,0.7591929240603001,7.49390936110024,9.389424213000673,3.7422649698775263,4.779451741165392,0.5250473856408815,L
0.05,0.17801073614096374,1.0125,0.9769197471122185,0.4192798574065114,0.761201768895788,7.517463871934203,9.443111066293458,3.7540274848118678,4.80677969212671,0.5212161482802201,L
0.05,0.17801073614096374,1.02,0.9777503285602462,0.42094175946216106,0.7631543744582472,7.541187697423632,9.497245964553498,3.7658745511163287,4.834335709181357,0.5174095857190874,L
0.05,0.17801073614096374,1.0274999999999999,0.9785516763810947,0.4225593929350677,0.7650524796684508,7.565079421495074,9.551829122844277,3.777805461640367,4.862119901802024,0.5136276804136859,L
0.05,0.17801073614096374,1.035,0.9793247730236506,0.42413410888948994,0.7668977794477676,7.589137683530932,9.60686083273065,3.7898195369266614,4.890132418402516,0.5098704081532475,L
0.05,0.17801073614096374,1.0425,0.980070571218057,0.4256672251006823,0.7686919250270021,7.613361177228861,9.662341461291142,3.801916124641528,4.9183734458349795,0.5061377383679251,L
0.05,0.17801073614096374,1.05,0.9807899946365598,0.42716002620250637,0.7704365243253023,7.637748649458326,9.718271450119754,3.814094599003912,4.946843208881806,0.5024296344260689,L
0.05,0.17801073614096374,1.0574999999999999,0.9814839385580285,0.42861376389667566,0.7721331423919856,7.662298899116963,9.774651314320336,3.8263543602142844,4.975541969743738,0.4987460539211161,L
0.05,0.17801073614096374,1.065,0.9821532705343196,0.43002965721758696,0.7737833019045988,7.687010775989093,9.831481641496257,3.838694833884615,5.004470027525585,0.4950869489483249,L
0.05,0.17801073614096374,1.0725,0.9827988310568119,0.43140889284708683,0.7753884837169709,7.711883179608587,9.888763090737982,3.851115470470513,5.033627717720877,0.4914522663715949,L
0.05,0.17801073614096374,1.08,0.9834214342215888,0.43275262547389454,0.7769501274514505,7.736915058128077,9.946496391610918,3.8636157447065447,5.063015411696649,0.4878419480806136,L
0.05,0.17801073614096374,1.0875,0.9840218683918853,0.4340619781927661,0.7784696321299259,7.762105407196301,10.004682343145717,3.8761951550456044,5.09263351617949,0.48425593123857735,L
